Time sec,Strain 1 %,,Time res,,Resistencia
2898.132,-0.9989644,,62847.13,5557.22,0.035716
2899.132,-0.9992652,,62848.33,5558.42,0.035586
2900.132,-0.9991116,,62850.73,5560.82,0.035383
2901.132,-0.9986903,,62853.14,5563.23,0.035339
2902.132,-0.9985144,,62854.34,5564.43,0.035424
2903.132,-0.9995097,,62855.55,5565.64,0.035671
2904.132,-0.999414,,62856.75,5566.84,0.03584
2905.132,-0.9984885,,62857.95,5568.04,0.036288
2906.132,-0.9981262,,62860.36,5570.45,0.036311
2907.132,-0.997644,,62861.56,5571.65,0.03649
2908.132,-0.9949122,,62862.77,5572.86,0.036719
2909.132,-0.9949973,,62863.97,5574.06,0.036769
2909.694,-0.9949489,,62865.17,5575.26,0.036986
2909.696,-0.9949814,,62867.58,5577.67,0.037528
2910.696,-0.9931762,,62869.98,5580.07,0.038284
2911.696,-0.9960262,,62872.39,5582.48,0.038467
2912.696,-0.9959753,,62873.59,5583.68,0.038661
2913.696,-0.9958674,,62876,5586.09,0.039117
2914.696,-0.9962215,,62877.2,5587.29,0.039075
2915.696,-0.9963089,,62879.61,5589.7,0.039497
2916.696,-0.9963144,,62880.81,5590.9,0.039736
2917.696,-0.9958743,,62882.02,5592.11,0.040195
2918.696,-0.9960653,,62883.22,5593.31,0.040299
2919.696,-0.996025,,62884.42,5594.51,0.040655
2920.696,-0.9958521,,62886.83,5596.92,0.041415
2921.696,-0.9967992,,62889.23,5599.32,0.042262
2922.696,-0.9963372,,62891.64,5601.73,0.043245
2923.696,-0.9960841,,62892.84,5602.93,0.043518
2924.696,-0.9962225,,62895.25,5605.34,0.04418
2925.696,-0.9964086,,62897.66,5607.75,0.045449
2926.696,-0.9971754,,62898.86,5608.95,0.045752
2927.696,-0.9958474,,62900.06,5610.15,0.04585
2928.696,-0.9958009,,62902.47,5612.56,0.046303
2929.696,-0.9967406,,62903.67,5613.76,0.04692
2930.696,-1.003017,,62904.88,5614.97,0.047276
2931.696,-1.013058,,62906.08,5616.17,0.047474
2932.696,-1.024757,,62908.48,5618.57,0.047763
2933.696,-1.038344,,62909.69,5619.78,0.048003
2934.696,-1.053501,,62910.89,5620.98,0.048103
2935.696,-1.068798,,62913.3,5623.39,0.048293
2936.696,-1.085346,,62914.5,5624.59,0.048309
2937.696,-1.103883,,62915.7,5625.79,0.048263
2938.696,-1.120738,,62918.11,5628.2,0.048288
2939.696,-1.139815,,62919.31,5629.4,0.048565
2940.696,-1.159997,,62920.52,5630.61,0.048675
2941.696,-1.180489,,62921.72,5631.81,0.048782
2942.696,-1.20178,,62922.92,5633.01,0.048815
2943.696,-1.224594,,62925.33,5635.42,0.048762
2944.696,-1.247827,,62927.73,5637.82,0.048848
2945.696,-1.271538,,62930.14,5640.23,0.048791
2946.696,-1.296806,,62931.34,5641.43,0.048837
2947.696,-1.322454,,62932.55,5642.64,0.048816
2948.696,-1.349426,,62933.75,5643.84,0.04886
2949.696,-1.376522,,62934.95,5645.04,0.048773
2950.696,-1.403978,,62937.36,5647.45,0.048753
2951.696,-1.432379,,62939.77,5649.86,0.049001
2952.696,-1.460881,,62940.97,5651.06,0.048887
2953.696,-1.49092,,62942.17,5652.26,0.048988
2954.696,-1.520939,,62944.58,5654.67,0.049219
2955.696,-1.551776,,62946.98,5657.07,0.049092
2956.696,-1.583667,,62949.39,5659.48,0.049072
2957.696,-1.615516,,62950.59,5660.68,0.049149
2958.696,-1.648204,,62951.8,5661.89,0.049112
2959.696,-1.681873,,62953,5663.09,0.049243
2960.696,-1.715189,,62954.2,5664.29,0.049097
2961.696,-1.749396,,62956.61,5666.7,0.048989
2962.696,-1.782292,,62959.02,5669.11,0.049017
2963.696,-1.816796,,62961.42,5671.51,0.049079
2964.696,-1.850116,,62962.63,5672.72,0.049099
2965.696,-1.883073,,62963.83,5673.92,0.049137
2966.696,-1.918095,,62965.03,5675.12,0.049058
2967.696,-1.951239,,62967.44,5677.53,0.049036
2968.696,-1.985387,,62968.64,5678.73,0.049039
2969.696,-2.018601,,62971.05,5681.14,0.049182
2970.696,-2.053471,,62973.45,5683.54,0.04868
2971.696,-2.087403,,62974.66,5684.75,0.047904
2972.696,-2.121415,,62975.86,5685.95,0.047719
2973.696,-2.155026,,62977.06,5687.15,0.047474
2974.696,-2.188875,,62978.27,5688.36,0.047187
2975.696,-2.221177,,62979.47,5689.56,0.046933
2976.696,-2.25324,,62980.67,5690.76,0.046734
2977.696,-2.284789,,62981.88,5691.97,0.046565
2978.696,-2.316773,,62983.08,5693.17,0.046182
2979.696,-2.347567,,62985.48,5695.57,0.045718
2980.696,-2.378936,,62987.89,5697.98,0.045257
2981.696,-2.408931,,62990.3,5700.39,0.044871
2982.696,-2.438921,,62991.5,5701.59,0.044277
2983.696,-2.46954,,62992.7,5702.79,0.043917
2984.696,-2.497636,,62995.11,5705.2,0.042362
2985.696,-2.526037,,62996.31,5706.4,0.041848
2986.696,-2.554797,,62998.72,5708.81,0.041176
2987.696,-2.584393,,62999.92,5710.01,0.041088
2988.696,-2.611663,,63002.33,5712.42,0.040495
2989.696,-2.641362,,63003.53,5713.62,0.040457
2990.696,-2.669765,,63005.94,5716.03,0.039806
2991.696,-2.697642,,63007.14,5717.23,0.039841
2992.696,-2.725645,,63008.34,5718.43,0.03968
2993.696,-2.75333,,63009.55,5719.64,0.039415
2994.696,-2.779365,,63010.75,5720.84,0.039313
2995.696,-2.803187,,63011.95,5722.04,0.039232
2996.696,-2.82814,,63014.36,5724.45,0.038644
2997.696,-2.853205,,63016.77,5726.86,0.03839
2998.692,-2.879856,,63017.97,5728.06,0.038073
2999.68,-2.903318,,63019.17,5729.26,0.037721
3000.6,-2.927333,,63021.58,5731.67,0.037075
3001.53,-2.953322,,63022.78,5732.87,0.037264
3002.398,-2.976544,,63025.19,5735.28,0.037215
3003.31,-3.001667,,63026.39,5736.48,0.037012
3004.262,-3.02768,,63028.8,5738.89,0.036991
3005.262,-3.053474,,63031.2,5741.29,0.03648
3005.704,-3.065304,,63033.61,5743.7,0.036517
3005.706,-3.06543,,63036.02,5746.11,0.036069
3006.076,-3.060386,,63037.22,5747.31,0.035791
3006.32,-3.055106,,63038.42,5748.51,0.035719
3006.616,-3.048179,,63040.83,5750.92,0.035438
3006.912,-3.042233,,63043.23,5753.32,0.035217
3007.24,-3.034697,,63045.64,5755.73,0.035466
3007.556,-3.029621,,63046.84,5756.93,0.035659
3007.908,-3.021185,,63049.25,5759.34,0.035928
3008.276,-3.012394,,63051.66,5761.75,0.036322
3008.682,-3.000618,,63052.86,5762.95,0.036441
3009.11,-2.990208,,63055.27,5765.36,0.036919
3009.544,-2.980329,,63056.47,5766.56,0.03689
3009.988,-2.968132,,63058.88,5768.97,0.037941
3010.46,-2.956567,,63060.08,5770.17,0.037936
3010.948,-2.944716,,63062.48,5772.57,0.038136
3011.448,-2.932259,,63064.89,5774.98,0.038526
3011.966,-2.918622,,63066.09,5776.18,0.038909
3012.488,-2.905056,,63067.3,5777.39,0.039049
3013.04,-2.89145,,63068.5,5778.59,0.039184
3013.622,-2.877286,,63069.7,5779.79,0.039439
3014.236,-2.862223,,63072.11,5782.2,0.03981
3014.866,-2.846541,,63073.31,5783.4,0.039842
3015.518,-2.830085,,63074.52,5784.61,0.040163
3016.196,-2.812744,,63075.72,5785.81,0.040617
3016.886,-2.795261,,63076.92,5787.01,0.041042
3017.588,-2.77666,,63079.33,5789.42,0.041522
3018.314,-2.755195,,63081.73,5791.82,0.042525
3019.098,-2.733315,,63084.14,5794.23,0.043328
3019.884,-2.710872,,63085.34,5795.43,0.043689
3020.702,-2.687939,,63086.55,5796.64,0.04423
3021.536,-2.663199,,63087.75,5797.84,0.044683
3022.416,-2.636569,,63088.95,5799.04,0.045354
3023.33,-2.610345,,63091.36,5801.45,0.045954
3024.306,-2.582073,,63093.77,5803.86,0.046417
3025.306,-2.550429,,63094.97,5805.06,0.046936
3026.306,-2.520839,,63096.17,5806.26,0.047159
3027.306,-2.491149,,63098.58,5808.67,0.047607
3028.306,-2.459879,,63100.98,5811.07,0.048083
3029.306,-2.429973,,63103.39,5813.48,0.04841
3030.306,-2.398383,,63104.59,5814.68,0.04842
3031.306,-2.367867,,63105.8,5815.89,0.048592
3032.306,-2.335956,,63107,5817.09,0.048616
3033.306,-2.304608,,63108.2,5818.29,0.04836
3034.306,-2.272171,,63110.61,5820.7,0.048572
3035.306,-2.240336,,63113.02,5823.11,0.04949
3036.306,-2.208193,,63114.22,5824.31,0.049164
3037.306,-2.175801,,63115.42,5825.51,0.049163
3038.306,-2.141776,,63117.83,5827.92,0.049296
3039.306,-2.108669,,63120.23,5830.32,0.049227
3040.306,-2.074994,,63122.64,5832.73,0.049389
3041.306,-2.040175,,63123.84,5833.93,0.049523
3042.306,-2.00558,,63125.05,5835.14,0.049385
3043.306,-1.970036,,63126.25,5836.34,0.049439
3044.306,-1.935237,,63128.66,5838.75,0.049323
3045.306,-1.90155,,63129.86,5839.95,0.049513
3046.306,-1.866333,,63132.27,5842.36,0.049437
3047.306,-1.832863,,63133.47,5843.56,0.049577
3048.306,-1.79833,,63134.67,5844.76,0.049618
3049.306,-1.763573,,63137.08,5847.17,0.04963
3050.306,-1.728783,,63139.48,5849.57,0.049599
3051.306,-1.694109,,63141.89,5851.98,0.049654
3052.306,-1.65919,,63143.09,5853.18,0.049653
3053.306,-1.626515,,63144.3,5854.39,0.049567
3054.306,-1.592362,,63145.5,5855.59,0.049699
3055.306,-1.558952,,63146.7,5856.79,0.049671
3056.306,-1.526996,,63149.11,5859.2,0.049587
3057.306,-1.495627,,63151.52,5861.61,0.049502
3058.306,-1.464542,,63153.92,5864.01,0.049615
3059.306,-1.435235,,63155.13,5865.22,0.049502
3060.306,-1.404971,,63156.33,5866.42,0.049646
3061.306,-1.375772,,63158.73,5868.82,0.049637
3062.306,-1.347907,,63161.14,5871.23,0.049497
3063.306,-1.320038,,63162.34,5872.43,0.04962
3064.306,-1.292346,,63163.55,5873.64,0.049549
3065.306,-1.265208,,63164.75,5874.84,0.049389
3066.306,-1.237195,,63165.95,5876.04,0.049054
3067.306,-1.209497,,63168.36,5878.45,0.048315
3068.306,-1.183142,,63169.56,5879.65,0.048041
3069.306,-1.157299,,63170.77,5880.86,0.047586
3070.306,-1.133937,,63171.97,5882.06,0.047481
3071.306,-1.112958,,63174.38,5884.47,0.046895
3072.306,-1.094046,,63175.58,5885.67,0.046682
3073.306,-1.075705,,63177.98,5888.07,0.046093
3074.306,-1.059632,,63180.39,5890.48,0.045669
3075.306,-1.044592,,63182.8,5892.89,0.045135
3076.306,-1.031672,,63184,5894.09,0.044554
3077.306,-1.020464,,63185.2,5895.29,0.044165
3078.306,-1.01189,,63187.61,5897.7,0.042767
3079.306,-1.007236,,63188.81,5898.9,0.042235
3080.306,-1.005884,,63190.02,5900.11,0.041729
3081.306,-1.005639,,63191.22,5901.31,0.041403
3082.306,-1.004294,,63192.42,5902.51,0.041197
3083.306,-1.00492,,63194.83,5904.92,0.040885
3084.306,-1.004161,,63197.23,5907.32,0.040371
3085.306,-1.004606,,63198.44,5908.53,0.04009
3086.306,-1.004003,,63199.64,5909.73,0.040049
3087.306,-1.003734,,63200.84,5910.93,0.039828
3088.306,-1.004074,,63202.05,5912.14,0.039758
3089.306,-1.003252,,63203.25,5913.34,0.03965
3090.306,-1.003238,,63205.66,5915.75,0.039375
3091.306,-1.002247,,63206.86,5916.95,0.039162
3092.306,-1.002602,,63209.27,5919.36,0.038826
3093.306,-1.002834,,63210.47,5920.56,0.038513
3094.306,-1.002915,,63211.67,5921.76,0.038165
3095.306,-1.002755,,63214.08,5924.17,0.037937
3096.306,-1.002026,,63216.48,5926.57,0.037736
3097.306,-1.003377,,63218.89,5928.98,0.037479
3098.306,-1.003271,,63220.09,5930.18,0.037234
3099.306,-0.9995216,,63222.5,5932.59,0.037122
3100.306,-0.9988368,,63223.7,5933.79,0.036967
3101.306,-0.9982082,,63226.11,5936.2,0.036917
3101.714,-0.9981083,,63227.31,5937.4,0.036507
3101.716,-0.9980608,,63228.52,5938.61,0.0364
3102.716,-0.9978814,,63229.72,5939.81,0.036163
3103.716,-0.9991074,,63230.92,5941.01,0.036079
3104.716,-0.9997002,,63233.33,5943.42,0.03582
3105.716,-0.9996309,,63235.73,5945.82,0.035665
3106.716,-1.000206,,63238.14,5948.23,0.03596
3107.716,-1.00066,,63239.34,5949.43,0.036311
3108.716,-1.000046,,63240.55,5950.64,0.03654
3109.716,-0.999843,,63241.75,5951.84,0.036588
3110.716,-0.9997162,,63242.95,5953.04,0.036694
3111.716,-0.9996942,,63245.36,5955.45,0.036912
3112.716,-0.9997191,,63247.77,5957.86,0.037637
3113.716,-0.9995411,,63248.97,5959.06,0.037892
3114.716,-1.000429,,63250.17,5960.26,0.038205
3115.716,-1.000334,,63252.58,5962.67,0.038381
3116.716,-0.9997632,,63254.98,5965.07,0.038449
3117.716,-0.9998829,,63256.19,5966.28,0.03891
3118.716,-1.000317,,63257.39,5967.48,0.03894
3119.716,-1.000888,,63258.59,5968.68,0.038871
3120.716,-1.000383,,63259.8,5969.89,0.039259
3121.716,-1.00051,,63261,5971.09,0.039527
3122.716,-1.003675,,63262.2,5972.29,0.039587
3123.716,-1.014269,,63264.61,5974.7,0.040033
3124.716,-1.025701,,63265.81,5975.9,0.040181
3125.716,-1.039534,,63267.02,5977.11,0.040716
3126.716,-1.054646,,63268.22,5978.31,0.040921
3127.716,-1.070134,,63269.42,5979.51,0.041478
3128.716,-1.087029,,63271.83,5981.92,0.041869
3129.716,-1.1038,,63274.23,5984.32,0.043015
3130.716,-1.120874,,63276.64,5986.73,0.043856
3131.716,-1.139856,,63277.84,5987.93,0.044193
3132.716,-1.160254,,63280.25,5990.34,0.045298
3133.716,-1.179943,,63282.66,5992.75,0.046263
3134.716,-1.201609,,63283.86,5993.95,0.046284
3135.716,-1.224744,,63286.27,5996.36,0.047154
3136.716,-1.248029,,63287.47,5997.56,0.04747
3137.716,-1.271017,,63288.67,5998.76,0.047583
3138.716,-1.295531,,63289.88,5999.97,0.047845
3139.716,-1.320669,,63291.08,6001.17,0.048185
3140.716,-1.347075,,63293.48,6003.57,0.048724
3141.716,-1.37501,,63295.89,6005.98,0.048723
3142.716,-1.403121,,63297.09,6007.18,0.048586
3143.716,-1.430612,,63299.5,6009.59,0.048918
3144.716,-1.459416,,63300.7,6010.79,0.048758
3145.716,-1.489233,,63303.11,6013.2,0.049082
3146.716,-1.519708,,63305.52,6015.61,0.049785
3147.716,-1.550598,,63306.72,6016.81,0.049786
3148.716,-1.581769,,63307.92,6018.01,0.049762
3149.716,-1.613699,,63310.33,6020.42,0.049564
3150.716,-1.646144,,63312.73,6022.82,0.049671
3151.716,-1.680671,,63313.94,6024.03,0.049862
3152.716,-1.71353,,63315.14,6025.23,0.049864
3153.716,-1.746914,,63316.34,6026.43,0.049826
3154.716,-1.78146,,63317.55,6027.64,0.04971
3155.716,-1.814607,,63319.95,6030.04,0.049904
3156.716,-1.847777,,63322.36,6032.45,0.049867
3157.716,-1.881023,,63323.56,6033.65,0.049974
3158.716,-1.914897,,63324.77,6034.86,0.049907
3159.716,-1.948313,,63327.17,6037.26,0.050286
3160.716,-1.982886,,63328.38,6038.47,0.050122
3161.716,-2.016268,,63329.58,6039.67,0.050205
3162.716,-2.050382,,63330.78,6040.87,0.050087
3163.716,-2.083853,,63333.19,6043.28,0.05019
3164.716,-2.116824,,63334.39,6044.48,0.050118
3165.716,-2.151611,,63336.8,6046.89,0.05021
3166.716,-2.182612,,63339.2,6049.29,0.050083
3167.716,-2.214637,,63341.61,6051.7,0.050089
3168.716,-2.245507,,63344.02,6054.11,0.050169
3169.716,-2.276652,,63345.22,6055.31,0.050126
3170.716,-2.308007,,63346.42,6056.51,0.050121
3171.716,-2.338043,,63348.83,6058.92,0.05019
3172.716,-2.368556,,63351.23,6061.32,0.050104
3173.716,-2.398101,,63353.64,6063.73,0.050287
3174.716,-2.42726,,63354.84,6064.93,0.05019
3175.716,-2.456509,,63357.25,6067.34,0.04983
3176.716,-2.485793,,63359.66,6069.75,0.049301
3177.716,-2.513965,,63360.86,6070.95,0.048625
3178.716,-2.54196,,63363.27,6073.36,0.048034
3179.716,-2.570718,,63364.47,6074.56,0.04763
3180.716,-2.598864,,63365.67,6075.76,0.047526
3181.716,-2.629297,,63366.88,6076.97,0.047291
3182.716,-2.656954,,63368.08,6078.17,0.046958
3183.716,-2.68562,,63370.48,6080.57,0.046584
3184.716,-2.712735,,63372.89,6082.98,0.046234
3185.716,-2.740063,,63374.09,6084.18,0.045916
3186.716,-2.766818,,63375.3,6085.39,0.045437
3187.716,-2.793438,,63376.5,6086.59,0.045076
3188.716,-2.818281,,63377.7,6087.79,0.044473
3189.716,-2.843683,,63380.11,6090.2,0.043227
3190.696,-2.869637,,63381.31,6091.4,0.042514
3191.662,-2.894522,,63383.72,6093.81,0.041862
3192.56,-2.917861,,63386.13,6096.22,0.04094
3193.508,-2.943455,,63387.33,6097.42,0.040907
3194.346,-2.96604,,63389.73,6099.82,0.040471
3195.202,-2.988599,,63392.14,6102.23,0.04006
3196.076,-3.012222,,63393.34,6103.43,0.040051
3197.044,-3.038261,,63394.55,6104.64,0.039851
3197.724,-3.056185,,63395.75,6105.84,0.039762
3197.726,-3.056256,,63396.95,6107.04,0.039603
3198.092,-3.05206,,63399.36,6109.45,0.039393
3198.338,-3.045805,,63401.77,6111.86,0.039151
3198.634,-3.039856,,63402.97,6113.06,0.038958
3198.93,-3.032491,,63404.17,6114.26,0.038877
3199.258,-3.02608,,63406.58,6116.67,0.038193
3199.578,-3.019261,,63408.98,6119.07,0.038043
3199.932,-3.011392,,63411.39,6121.48,0.037737
3200.3,-3.00247,,63412.59,6122.68,0.037516
3200.71,-2.992364,,63415,6125.09,0.037152
3201.14,-2.981447,,63416.2,6126.29,0.037071
3201.578,-2.970317,,63418.61,6128.7,0.037015
3202.022,-2.959002,,63421.02,6131.11,0.036735
3202.496,-2.947503,,63423.42,6133.51,0.036286
3202.984,-2.935909,,63425.83,6135.92,0.036359
3203.486,-2.922605,,63428.23,6138.32,0.036242
3204.006,-2.909463,,63430.64,6140.73,0.036493
3204.536,-2.895714,,63431.84,6141.93,0.036707
3205.086,-2.882486,,63434.25,6144.34,0.03691
3205.67,-2.867885,,63435.45,6145.54,0.037127
3206.274,-2.852972,,63437.86,6147.95,0.037335
3206.922,-2.837089,,63440.27,6150.36,0.038117
3207.584,-2.819205,,63441.47,6151.56,0.038374
3208.264,-2.803083,,63442.67,6152.76,0.038364
3208.95,-2.785842,,63443.88,6153.97,0.038474
3209.66,-2.767158,,63445.08,6155.17,0.038627
3210.388,-2.746252,,63447.48,6157.57,0.038769
3211.168,-2.723334,,63449.89,6159.98,0.039018
3211.97,-2.701406,,63451.09,6161.18,0.039225
3212.782,-2.677296,,63452.33,6162.42,0.039493
3213.62,-2.653033,,63454.7,6164.79,0.039718
3214.53,-2.626812,,63457.11,6167.2,0.040472
3215.452,-2.59838,,63459.52,6169.61,0.040941
3216.44,-2.56957,,63460.72,6170.81,0.041365
3217.44,-2.540298,,63461.92,6172.01,0.041837
3218.44,-2.510135,,63464.33,6174.42,0.042407
3219.44,-2.479683,,63466.73,6176.82,0.043292
3220.44,-2.449508,,63469.14,6179.23,0.044009
3221.44,-2.41862,,63470.34,6180.43,0.044452
3222.44,-2.388822,,63471.55,6181.64,0.044927
3223.44,-2.356513,,63472.75,6182.84,0.045654
3224.44,-2.326074,,63473.95,6184.04,0.046186
3225.44,-2.295483,,63476.36,6186.45,0.046966
3226.44,-2.263734,,63477.56,6187.65,0.047176
3227.44,-2.231853,,63478.77,6188.86,0.047413
3228.44,-2.199789,,63479.97,6190.06,0.047502
3229.44,-2.167326,,63482.38,6192.47,0.048166
3230.44,-2.134023,,63483.58,6193.67,0.048388
3231.44,-2.100141,,63485.98,6196.07,0.048761
3232.44,-2.066478,,63488.39,6198.48,0.04901
3233.44,-2.03196,,63489.59,6199.68,0.049055
3234.44,-1.997284,,63490.8,6200.89,0.048994
3235.44,-1.962241,,63492,6202.09,0.049009
3236.44,-1.928105,,63493.2,6203.29,0.049062
3237.44,-1.894287,,63495.61,6205.7,0.049627
3238.44,-1.85999,,63498.02,6208.11,0.049877
3239.44,-1.825184,,63499.22,6209.31,0.049707
3240.44,-1.790693,,63500.42,6210.51,0.049953
3241.44,-1.7574,,63502.83,6212.92,0.049933
3242.44,-1.721776,,63505.23,6215.32,0.050058
3243.44,-1.687701,,63507.64,6217.73,0.049845
3244.44,-1.653888,,63508.84,6218.93,0.04988
3245.44,-1.620045,,63510.05,6220.14,0.050163
3246.44,-1.587986,,63511.25,6221.34,0.049808
3247.44,-1.555343,,63513.66,6223.75,0.050223
3248.44,-1.521763,,63514.86,6224.95,0.050091
3249.44,-1.490318,,63517.27,6227.36,0.050114
3250.44,-1.459786,,63518.47,6228.56,0.050362
3251.44,-1.430976,,63519.67,6229.76,0.050327
3252.44,-1.401468,,63520.88,6230.97,0.050352
3253.44,-1.373703,,63522.08,6232.17,0.050309
3254.44,-1.345746,,63524.48,6234.57,0.050245
3255.44,-1.318037,,63526.89,6236.98,0.050438
3256.44,-1.290818,,63528.09,6238.18,0.050343
3257.44,-1.263142,,63530.5,6240.59,0.050422
3258.44,-1.234894,,63531.7,6241.79,0.050307
3259.44,-1.207586,,63534.11,6244.2,0.050221
3260.44,-1.181807,,63536.52,6246.61,0.050228
3261.44,-1.155713,,63537.72,6247.81,0.050288
3262.44,-1.131411,,63538.92,6249.01,0.050418
3263.44,-1.111325,,63541.33,6251.42,0.050391
3264.44,-1.092433,,63543.73,6253.82,0.050386
3265.44,-1.075327,,63546.14,6256.23,0.050474
3266.44,-1.059643,,63547.34,6257.43,0.050231
3267.44,-1.04475,,63548.55,6258.64,0.050278
3268.44,-1.032045,,63549.75,6259.84,0.050019
3269.44,-1.021195,,63550.95,6261.04,0.049829
3270.44,-1.014411,,63553.36,6263.45,0.048847
3271.44,-1.013036,,63554.56,6264.65,0.048462
3272.44,-1.011595,,63555.77,6265.86,0.04795
3273.44,-1.012128,,63556.97,6267.06,0.047675
3274.44,-1.01135,,63558.17,6268.26,0.047312
3275.44,-1.01123,,63560.58,6270.67,0.046918
3276.44,-1.011161,,63561.78,6271.87,0.046716
3277.44,-1.011672,,63564.19,6274.28,0.046247
3278.44,-1.010772,,63565.39,6275.48,0.046027
3279.44,-1.009916,,63567.8,6277.89,0.045412
3280.44,-1.010313,,63570.2,6280.29,0.044712
3281.44,-1.010134,,63572.61,6282.7,0.043392
3282.44,-1.010666,,63573.81,6283.9,0.042908
3283.44,-1.010416,,63575.02,6285.11,0.042334
3284.44,-1.010342,,63576.22,6286.31,0.041854
3285.44,-1.009469,,63577.42,6287.51,0.041457
3286.44,-1.010115,,63579.83,6289.92,0.040929
3287.44,-1.010326,,63582.23,6292.32,0.040583
3288.44,-1.009857,,63584.64,6294.73,0.040364
3289.44,-1.009992,,63585.84,6295.93,0.040117
3290.44,-1.008716,,63588.25,6298.34,0.040036
3291.44,-1.004942,,63590.66,6300.75,0.039725
3292.44,-1.005067,,63591.86,6301.95,0.039805
3293.44,-1.003993,,63593.06,6303.15,0.039628
3293.734,-1.004387,,63594.27,6304.36,0.03949
3293.736,-1.00442,,63595.47,6305.56,0.039537
3294.736,-1.004143,,63596.67,6306.76,0.039389
3295.736,-1.003403,,63597.88,6307.97,0.039032
3296.736,-1.00697,,63599.08,6309.17,0.039006
3297.736,-1.005738,,63601.48,6311.57,0.038704
3298.736,-1.006831,,63603.89,6313.98,0.038264
3299.736,-1.006515,,63605.09,6315.18,0.037989
3300.736,-1.006811,,63606.3,6316.39,0.037849
3301.736,-1.007143,,63607.5,6317.59,0.037569
3302.736,-1.006496,,63608.7,6318.79,0.037442
3303.736,-1.006613,,63611.11,6321.2,0.037428
3304.736,-1.00648,,63612.31,6322.4,0.0371
3305.736,-1.006901,,63613.52,6323.61,0.037049
3306.736,-1.006741,,63614.72,6324.81,0.037052
3307.736,-1.006543,,63615.92,6326.01,0.036938
3308.736,-1.007116,,63618.33,6328.42,0.03682
3309.736,-1.006433,,63620.73,6330.82,0.036646
3310.736,-1.007423,,63621.94,6332.03,0.03664
3311.736,-1.006689,,63623.14,6333.23,0.036695
3312.736,-1.007104,,63624.34,6334.43,0.036824
3313.736,-1.006918,,63625.55,6335.64,0.036983
3314.736,-1.007439,,63626.75,6336.84,0.037054
3315.736,-1.015067,,63627.95,6338.04,0.037192
3316.736,-1.026921,,63630.36,6340.45,0.037743
3317.736,-1.041288,,63632.77,6342.86,0.038358
3318.736,-1.055978,,63633.97,6344.06,0.038714
3319.736,-1.072405,,63635.17,6345.26,0.038724
3320.736,-1.088967,,63637.58,6347.67,0.038616
3321.736,-1.105529,,63639.98,6350.07,0.038882
3322.736,-1.123372,,63642.39,6352.48,0.039195
3323.736,-1.1423,,63643.59,6353.68,0.039487
3324.736,-1.161925,,63644.8,6354.89,0.039519
3325.736,-1.181503,,63646,6356.09,0.039808
3326.736,-1.20283,,63647.2,6357.29,0.039882
3327.736,-1.225941,,63649.61,6359.7,0.040757
3328.736,-1.249046,,63652.02,6362.11,0.041421
3329.736,-1.272354,,63653.22,6363.31,0.041505
3330.736,-1.298265,,63654.42,6364.51,0.041812
3331.736,-1.32247,,63656.83,6366.92,0.042703
