Time sec,Strain 1 %,,Time res,,Resistencia
2431.154,-3.087124,,61968.84,4678.93,0.047648
2431.46,-3.082229,,61971.25,4681.34,0.047729
2431.796,-3.07387,,61973.66,4683.75,0.047496
2432.14,-3.065748,,61974.86,4684.95,0.047548
2432.516,-3.057649,,61976.06,4686.15,0.047581
2432.92,-3.047486,,61978.47,4688.56,0.047536
2433.336,-3.036885,,61979.67,4689.76,0.047695
2433.778,-3.025685,,61982.08,4692.17,0.047793
2434.238,-3.014075,,61984.48,4694.57,0.04776
2434.702,-3.002618,,61986.89,4696.98,0.047574
2435.174,-2.990642,,61988.09,4698.18,0.047746
2435.68,-2.978052,,61989.3,4699.39,0.047503
2436.182,-2.965,,61990.5,4700.59,0.047605
2436.722,-2.950846,,61991.7,4701.79,0.04766
2437.282,-2.937285,,61994.11,4704.2,0.047629
2437.86,-2.921557,,61996.52,4706.61,0.047487
2438.466,-2.907068,,61997.72,4707.81,0.047538
2439.094,-2.89175,,61998.92,4709.01,0.047637
2439.738,-2.875134,,62001.33,4711.42,0.047478
2440.394,-2.85813,,62002.53,4712.62,0.047534
2441.052,-2.839962,,62004.94,4715.03,0.047755
2441.746,-2.821333,,62006.14,4716.23,0.047796
2442.456,-2.80231,,62007.34,4717.43,0.047651
2443.178,-2.781936,,62008.55,4718.64,0.047759
2443.91,-2.76168,,62009.75,4719.84,0.047566
2444.686,-2.739198,,62010.95,4721.04,0.047513
2445.496,-2.714455,,62013.36,4723.45,0.047136
2446.352,-2.688612,,62015.77,4725.86,0.046799
2447.23,-2.662534,,62016.97,4727.06,0.046623
2448.158,-2.634182,,62018.17,4728.26,0.046317
2449.124,-2.604899,,62020.58,4730.67,0.045889
2450.124,-2.574684,,62022.98,4733.07,0.045416
2451.124,-2.544301,,62025.39,4735.48,0.045149
2452.124,-2.513778,,62026.59,4736.68,0.044793
2453.124,-2.483485,,62027.8,4737.89,0.044453
2454.124,-2.450582,,62029,4739.09,0.043961
2455.124,-2.419954,,62030.2,4740.29,0.043263
2456.124,-2.386991,,62032.61,4742.7,0.041895
2457.124,-2.355182,,62035.02,4745.11,0.040726
2458.124,-2.322735,,62036.22,4746.31,0.040425
2459.124,-2.289571,,62037.42,4747.51,0.040337
2460.124,-2.255594,,62039.83,4749.92,0.039431
2461.124,-2.223103,,62042.23,4752.32,0.039235
2462.124,-2.188671,,62044.64,4754.73,0.03859
2463.124,-2.154109,,62045.84,4755.93,0.038388
2464.124,-2.119504,,62048.25,4758.34,0.037811
2465.124,-2.084053,,62049.45,4759.54,0.037415
2466.124,-2.048051,,62051.86,4761.95,0.03736
2467.124,-2.012914,,62054.27,4764.36,0.037177
2468.124,-1.976254,,62055.47,4765.56,0.036925
2469.124,-1.941246,,62056.67,4766.76,0.036998
2470.124,-1.905167,,62057.88,4767.97,0.036873
2471.124,-1.868762,,62059.08,4769.17,0.036471
2472.124,-1.833737,,62061.48,4771.57,0.036499
2473.124,-1.797054,,62062.69,4772.78,0.036363
2474.124,-1.761851,,62065.09,4775.18,0.036151
2475.124,-1.725382,,62066.3,4776.39,0.036151
2476.124,-1.689412,,62067.5,4777.59,0.035948
2477.124,-1.655123,,62068.7,4778.79,0.035983
2478.124,-1.620505,,62069.91,4780,0.035856
2479.124,-1.585601,,62071.11,4781.2,0.035767
2480.124,-1.553097,,62073.52,4783.61,0.03537
2481.124,-1.519069,,62075.92,4786.01,0.035116
2482.124,-1.487971,,62077.13,4787.22,0.035019
2483.124,-1.455838,,62078.33,4788.42,0.034774
2484.124,-1.424905,,62080.73,4790.82,0.034718
2485.124,-1.393829,,62081.94,4792.03,0.034416
2486.124,-1.364089,,62084.34,4794.43,0.034616
2487.124,-1.334632,,62086.75,4796.84,0.034666
2488.124,-1.30589,,62089.16,4799.25,0.034678
2489.124,-1.276937,,62091.56,4801.65,0.035068
2490.124,-1.247498,,62092.77,4802.86,0.035402
2491.124,-1.217709,,62093.97,4804.06,0.035609
2492.124,-1.191519,,62095.17,4805.26,0.035834
2493.124,-1.163405,,62096.38,4806.47,0.035786
2494.124,-1.138765,,62097.58,4807.67,0.035802
2495.124,-1.113922,,62099.98,4810.07,0.036066
2496.124,-1.093494,,62102.39,4812.48,0.036317
2497.124,-1.07286,,62103.59,4813.68,0.036636
2498.124,-1.054332,,62104.8,4814.89,0.036741
2499.124,-1.037484,,62106,4816.09,0.036928
2500.124,-1.022082,,62107.2,4817.29,0.037313
2501.124,-1.008503,,62109.61,4819.7,0.038076
2502.124,-0.9958031,,62110.81,4820.9,0.038467
2503.124,-0.9871858,,62112.02,4822.11,0.038662
2504.124,-0.9806768,,62113.22,4823.31,0.038956
2505.124,-0.9801357,,62114.42,4824.51,0.039141
2506.124,-0.9798001,,62116.83,4826.92,0.039217
2507.124,-0.9787794,,62119.23,4829.32,0.039998
2508.124,-0.978011,,62120.44,4830.53,0.040646
2509.124,-0.9783257,,62121.64,4831.73,0.040794
2510.124,-0.9781245,,62124.05,4834.14,0.042244
2511.124,-0.977596,,62125.25,4835.34,0.042676
2512.124,-0.9770265,,62126.45,4836.54,0.04302
2513.124,-0.9768265,,62128.86,4838.95,0.043638
2514.124,-0.9766052,,62131.27,4841.36,0.0443
2515.124,-0.9766123,,62133.67,4843.76,0.045052
2516.124,-0.9765997,,62134.88,4844.97,0.045497
2517.124,-0.9760514,,62136.08,4846.17,0.045888
2518.124,-0.9749632,,62138.48,4848.57,0.0467
2519.124,-0.9754462,,62140.89,4850.98,0.046846
2520.124,-0.9757549,,62142.09,4852.18,0.047076
2521.124,-0.9754924,,62143.3,4853.39,0.047402
2522.124,-0.9749622,,62144.5,4854.59,0.047157
2523.124,-0.975235,,62145.7,4855.79,0.047536
2524.124,-0.9736092,,62148.11,4858.2,0.047619
2525.124,-0.9721656,,62150.52,4860.61,0.047325
2525.654,-0.9713785,,62151.72,4861.81,0.04747
2525.656,-0.9713818,,62152.92,4863.01,0.047526
2526.656,-0.9716458,,62155.33,4865.42,0.047451
2527.656,-0.9728665,,62157.73,4867.82,0.04773
2528.656,-0.9729497,,62160.14,4870.23,0.04742
2529.656,-0.9732907,,62161.34,4871.43,0.047564
2530.656,-0.9728746,,62162.55,4872.64,0.047549
2531.656,-0.9729765,,62163.75,4873.84,0.047671
2532.656,-0.9731297,,62164.95,4875.04,0.0476
2533.656,-0.9731652,,62167.36,4877.45,0.047582
2534.656,-0.9728763,,62169.77,4879.86,0.047803
2535.656,-0.9730183,,62170.97,4881.06,0.047723
2536.656,-0.9734105,,62172.17,4882.26,0.047712
2537.656,-0.9735648,,62174.58,4884.67,0.047808
2538.656,-0.9734665,,62176.98,4887.07,0.047771
2539.656,-0.9729591,,62179.39,4889.48,0.047699
2540.656,-0.9733026,,62180.59,4890.68,0.047607
2541.656,-0.9727619,,62181.8,4891.89,0.04756
2542.656,-0.9734121,,62184.2,4894.29,0.047777
2543.656,-0.9729957,,62185.41,4895.5,0.047628
2544.656,-0.9730151,,62186.61,4896.7,0.047755
2545.656,-0.9774724,,62187.81,4897.9,0.047576
2546.656,-0.9863251,,62189.02,4899.11,0.047615
2547.656,-0.9983849,,62190.22,4900.31,0.047616
2548.656,-1.01167,,62191.42,4901.51,0.047711
2549.656,-1.026712,,62193.83,4903.92,0.047593
2550.656,-1.04285,,62196.23,4906.32,0.047723
2551.656,-1.058318,,62198.64,4908.73,0.047554
2552.656,-1.076447,,62199.84,4909.93,0.047511
2553.656,-1.093836,,62202.25,4912.34,0.047582
2554.656,-1.113122,,62204.66,4914.75,0.047235
2555.656,-1.132051,,62205.86,4915.95,0.04705
2556.656,-1.151973,,62208.27,4918.36,0.046547
2557.656,-1.173622,,62209.47,4919.56,0.046404
2558.656,-1.194877,,62210.67,4920.76,0.046368
2559.656,-1.217771,,62211.88,4921.97,0.04609
2560.656,-1.240437,,62213.08,4923.17,0.045876
2561.656,-1.265862,,62215.48,4925.57,0.045684
2562.656,-1.290292,,62217.89,4927.98,0.045144
2563.656,-1.316931,,62219.09,4929.18,0.044896
2564.656,-1.345121,,62220.3,4930.39,0.044757
2565.656,-1.373463,,62221.5,4931.59,0.044063
2566.656,-1.400928,,62223.91,4934,0.042707
2567.656,-1.430085,,62226.31,4936.4,0.041236
2568.656,-1.456728,,62228.72,4938.81,0.040915
2569.656,-1.486806,,62229.92,4940.01,0.040583
2570.656,-1.518423,,62232.33,4942.42,0.039974
2571.656,-1.548837,,62234.73,4944.82,0.039724
2572.656,-1.580876,,62237.14,4947.23,0.038783
2573.656,-1.613055,,62238.34,4948.43,0.038308
2574.656,-1.645805,,62239.55,4949.64,0.038106
2575.656,-1.679293,,62240.75,4950.84,0.037938
2576.656,-1.712505,,62241.95,4952.04,0.037618
2577.656,-1.745139,,62244.36,4954.45,0.037503
2578.656,-1.778728,,62245.56,4955.65,0.037527
2579.656,-1.812762,,62246.77,4956.86,0.037229
2580.656,-1.845175,,62247.97,4958.06,0.037043
2581.656,-1.878888,,62249.17,4959.26,0.036924
2582.656,-1.912974,,62251.58,4961.67,0.036793
2583.656,-1.945894,,62253.98,4964.07,0.036581
2584.656,-1.980329,,62255.19,4965.28,0.036434
2585.656,-2.012808,,62256.39,4966.48,0.036399
2586.656,-2.048029,,62257.59,4967.68,0.036151
2587.656,-2.0821,,62260,4970.09,0.036109
2588.656,-2.114624,,62261.2,4971.29,0.036058
2589.656,-2.149331,,62263.61,4973.7,0.03592
2590.656,-2.182773,,62266.02,4976.11,0.035249
2591.656,-2.215936,,62267.22,4977.31,0.035187
2592.656,-2.249348,,62268.42,4978.51,0.035045
2593.656,-2.281021,,62270.83,4980.92,0.034901
2594.656,-2.313877,,62273.23,4983.32,0.034683
2595.656,-2.34574,,62275.64,4985.73,0.03467
2596.656,-2.378094,,62276.84,4986.93,0.034761
2597.656,-2.409244,,62279.25,4989.34,0.034782
2598.656,-2.440903,,62281.66,4991.75,0.034956
2599.656,-2.471886,,62282.86,4992.95,0.03513
2600.656,-2.501515,,62285.27,4995.36,0.035593
2601.656,-2.532112,,62286.47,4996.56,0.035694
2602.656,-2.561895,,62287.67,4997.76,0.035926
2603.656,-2.592312,,62288.88,4998.97,0.036021
2604.656,-2.622267,,62290.08,5000.17,0.036035
2605.656,-2.652405,,62292.48,5002.57,0.036538
2606.656,-2.68161,,62294.89,5004.98,0.036829
2607.656,-2.711393,,62296.09,5006.18,0.037033
2608.656,-2.73967,,62298.5,5008.59,0.037511
2609.656,-2.769035,,62299.7,5009.79,0.03802
2610.656,-2.79676,,62302.11,5012.2,0.038681
2611.656,-2.825545,,62304.52,5014.61,0.039007
2612.656,-2.851672,,62306.92,5017.01,0.039361
2613.656,-2.878982,,62308.13,5018.22,0.039482
2614.632,-2.905763,,62309.33,5019.42,0.039873
2615.576,-2.932633,,62311.73,5021.82,0.040431
2616.512,-2.958824,,62314.14,5024.23,0.041407
2617.452,-2.984297,,62315.34,5025.43,0.042174
2618.306,-3.008792,,62316.55,5026.64,0.042537
2619.174,-3.034169,,62317.75,5027.84,0.042952
2620.158,-3.061896,,62318.95,5029.04,0.04329
2621.158,-3.096065,,62321.36,5031.45,0.043859
2621.664,-3.11027,,62323.77,5033.86,0.044617
2621.666,-3.11042,,62324.97,5035.06,0.0446
2622.01,-3.106699,,62326.17,5036.26,0.045211
2622.256,-3.101684,,62328.58,5038.67,0.046601
2622.544,-3.095337,,62329.78,5039.87,0.046586
2622.844,-3.088379,,62332.19,5042.28,0.046834
2623.162,-3.080827,,62333.39,5043.48,0.046831
2623.474,-3.074248,,62334.59,5044.68,0.047097
2623.814,-3.068096,,62337,5047.09,0.04735
2624.156,-3.059769,,62338.2,5048.29,0.047539
2624.552,-3.050661,,62340.61,5050.7,0.047512
2624.978,-3.039616,,62341.81,5051.9,0.047618
2625.402,-3.02831,,62343.02,5053.11,0.047389
2625.854,-3.0168,,62344.22,5054.31,0.047703
2626.314,-3.006217,,62345.42,5055.51,0.047878
2626.788,-2.993494,,62347.83,5057.92,0.047908
2627.284,-2.981356,,62350.23,5060.32,0.047848
2627.78,-2.968562,,62352.64,5062.73,0.047899
2628.314,-2.954522,,62353.84,5063.93,0.047927
2628.85,-2.941045,,62356.25,5066.34,0.047963
2629.42,-2.925691,,62358.66,5068.75,0.048189
2630.024,-2.91155,,62359.86,5069.95,0.048198
2630.644,-2.896537,,62362.27,5072.36,0.048101
2631.288,-2.880327,,62363.47,5073.56,0.048162
2631.95,-2.862943,,62364.67,5074.76,0.048104
2632.614,-2.845604,,62365.88,5075.97,0.048201
2633.288,-2.827117,,62367.08,5077.17,0.048261
2634.006,-2.808187,,62368.28,5078.37,0.048236
2634.734,-2.787576,,62370.69,5080.78,0.048227
2635.492,-2.766694,,62373.09,5083.18,0.048259
2636.28,-2.743908,,62374.3,5084.39,0.048156
2637.098,-2.719724,,62375.5,5085.59,0.04835
2637.94,-2.694005,,62376.7,5086.79,0.048193
2638.808,-2.668108,,62377.91,5088,0.048174
2639.74,-2.640865,,62379.11,5089.2,0.048179
2640.69,-2.611528,,62381.52,5091.61,0.048135
2641.688,-2.581649,,62382.72,5092.81,0.048158
2642.688,-2.552879,,62385.13,5095.22,0.04805
2643.688,-2.521966,,62386.33,5096.42,0.047962
2644.688,-2.4907,,62388.73,5098.82,0.048193
2645.688,-2.461398,,62391.14,5101.23,0.048023
2646.688,-2.429828,,62392.34,5102.43,0.048065
2647.688,-2.39709,,62393.55,5103.64,0.048107
2648.688,-2.365259,,62394.75,5104.84,0.048149
2649.688,-2.332682,,62395.95,5106.04,0.047999
2650.688,-2.300356,,62397.16,5107.25,0.047534
2651.688,-2.26804,,62398.36,5108.45,0.047197
2652.688,-2.234279,,62400.77,5110.86,0.046689
2653.688,-2.201671,,62403.17,5113.26,0.046169
2654.688,-2.165871,,62404.38,5114.47,0.045848
2655.688,-2.132437,,62405.58,5115.67,0.045731
2656.688,-2.098134,,62407.98,5118.07,0.045451
2657.688,-2.06217,,62409.19,5119.28,0.04523
2658.688,-2.026987,,62410.39,5120.48,0.044993
2659.688,-1.990688,,62412.8,5122.89,0.044698
2660.688,-1.954948,,62415.2,5125.29,0.043477
2661.688,-1.918853,,62417.61,5127.7,0.041986
2662.688,-1.884475,,62418.81,5128.9,0.041415
2663.688,-1.849093,,62420.02,5130.11,0.041261
2664.688,-1.812806,,62422.42,5132.51,0.040418
2665.688,-1.775307,,62423.63,5133.72,0.040191
2666.688,-1.740325,,62426.03,5136.12,0.039764
2667.688,-1.705078,,62428.44,5138.53,0.039547
2668.688,-1.670885,,62429.64,5139.73,0.039125
2669.688,-1.634716,,62430.84,5140.93,0.038762
2670.688,-1.599507,,62433.25,5143.34,0.038193
2671.688,-1.565788,,62435.66,5145.75,0.037949
2672.688,-1.5332,,62436.86,5146.95,0.037657
2673.688,-1.500923,,62439.27,5149.36,0.037441
2674.688,-1.468901,,62440.47,5150.56,0.037321
2675.688,-1.437874,,62441.67,5151.76,0.037267
2676.688,-1.407225,,62442.88,5152.97,0.037039
2677.688,-1.376429,,62444.08,5154.17,0.037042
2678.688,-1.34594,,62446.48,5156.57,0.036738
2679.688,-1.316917,,62448.89,5158.98,0.036613
2680.688,-1.288473,,62450.09,5160.18,0.03645
2681.688,-1.259692,,62452.5,5162.59,0.036282
2682.688,-1.230854,,62453.7,5163.79,0.036186
2683.688,-1.20273,,62456.11,5166.2,0.036007
2684.688,-1.175075,,62457.31,5167.4,0.035813
2685.688,-1.148727,,62458.52,5168.61,0.035619
2686.688,-1.124225,,62459.72,5169.81,0.035398
2687.688,-1.102602,,62460.92,5171.01,0.035171
2688.688,-1.083156,,62462.13,5172.22,0.035058
2689.688,-1.064741,,62463.33,5173.42,0.035033
2690.688,-1.047747,,62465.73,5175.82,0.034756
2691.688,-1.032994,,62468.14,5178.23,0.034598
2692.688,-1.019635,,62469.34,5179.43,0.034768
2693.688,-1.006924,,62470.55,5180.64,0.034752
2694.688,-0.9989607,,62471.75,5181.84,0.035157
2695.688,-0.993766,,62472.95,5183.04,0.035046
2696.688,-0.9916577,,62475.36,5185.45,0.035378
2697.688,-0.9918462,,62477.77,5187.86,0.035839
2698.688,-0.9904809,,62478.97,5189.06,0.036026
2699.688,-0.9899135,,62480.17,5190.26,0.036275
2700.688,-0.9895463,,62481.38,5191.47,0.036399
2701.688,-0.9894762,,62482.58,5192.67,0.036457
2702.688,-0.9895869,,62484.98,5195.07,0.03684
2703.688,-0.9890928,,62486.19,5196.28,0.037063
2704.688,-0.9880922,,62487.39,5197.48,0.037307
2705.688,-0.9898619,,62489.8,5199.89,0.038251
2706.688,-0.9889417,,62492.2,5202.29,0.038665
2707.688,-0.9883562,,62494.61,5204.7,0.038843
2708.688,-0.9869932,,62497.02,5207.11,0.039402
2709.688,-0.9869546,,62498.22,5208.31,0.039369
2710.688,-0.9875423,,62499.42,5209.51,0.039685
2711.688,-0.9883001,,62501.83,5211.92,0.040394
2712.688,-0.9873063,,62504.23,5214.32,0.041024
2713.688,-0.9871445,,62506.64,5216.73,0.042243
2714.688,-0.9868394,,62509.05,5219.14,0.043016
2715.688,-0.9864095,,62510.25,5220.34,0.043404
2716.688,-0.9840733,,62512.66,5222.75,0.043777
2717.674,-0.9843072,,62513.86,5223.95,0.044381
2717.676,-0.9843476,,62516.27,5226.36,0.04492
2718.676,-0.9830086,,62517.47,5227.56,0.045415
2719.676,-0.9851421,,62518.67,5228.76,0.045531
2720.676,-0.985337,,62519.88,5229.97,0.045982
2721.676,-0.984363,,62521.08,5231.17,0.046771
2722.676,-0.9861188,,62523.48,5233.57,0.047091
2723.676,-0.9841561,,62525.89,5235.98,0.047292
2724.676,-0.9843481,,62527.09,5237.18,0.047505
2725.676,-0.9846558,,62528.3,5238.39,0.047581
2726.676,-0.9850705,,62529.5,5239.59,0.047699
2727.676,-0.9858795,,62530.7,5240.79,0.047725
2728.676,-0.9852836,,62533.11,5243.2,0.047748
2729.676,-0.9856457,,62534.31,5244.4,0.047822
2730.676,-0.9852989,,62535.52,5245.61,0.048054
2731.676,-0.9859643,,62536.72,5246.81,0.048305
2732.676,-0.9863008,,62539.13,5249.22,0.048253
2733.676,-0.9855341,,62540.33,5250.42,0.048074
2734.676,-0.9855256,,62541.53,5251.62,0.048239
2735.676,-0.986028,,62542.73,5252.82,0.048409
2736.676,-0.9858433,,62543.94,5254.03,0.048251
2737.676,-0.9854582,,62546.34,5256.43,0.048216
2738.676,-0.9942216,,62547.55,5257.64,0.048223
2739.676,-1.005845,,62549.95,5260.04,0.048442
2740.676,-1.01827,,62552.36,5262.45,0.048308
2741.676,-1.032732,,62553.56,5263.65,0.04828
2742.676,-1.047571,,62554.77,5264.86,0.048182
2743.676,-1.064643,,62555.97,5266.06,0.048244
2744.676,-1.081481,,62557.17,5267.26,0.048184
2745.676,-1.097975,,62559.58,5269.67,0.048405
2746.676,-1.117054,,62561.98,5272.07,0.048327
2747.676,-1.135854,,62563.19,5273.28,0.048245
2748.676,-1.156307,,62564.39,5274.48,0.048487
2749.676,-1.177396,,62565.59,5275.68,0.048566
2750.676,-1.198924,,62568,5278.09,0.048287
2751.676,-1.221361,,62569.2,5279.29,0.04828
2752.676,-1.244477,,62571.61,5281.7,0.048204
2753.676,-1.267839,,62574.02,5284.11,0.04838
2754.676,-1.292238,,62575.22,5285.31,0.048258
2755.676,-1.318481,,62576.42,5286.51,0.048117
2756.676,-1.346418,,62578.83,5288.92,0.048149
2757.676,-1.374134,,62581.23,5291.32,0.048165
2758.676,-1.402491,,62582.44,5292.53,0.048364
2759.676,-1.430129,,62583.64,5293.73,0.04843
2760.676,-1.45813,,62586.05,5296.14,0.048219
2761.676,-1.48836,,62587.25,5297.34,0.048361
2762.676,-1.520557,,62588.45,5298.54,0.047906
2763.676,-1.549741,,62590.86,5300.95,0.047698
2764.676,-1.582847,,62593.27,5303.36,0.047131
2765.676,-1.615007,,62594.47,5304.56,0.046953
2766.676,-1.646303,,62595.67,5305.76,0.046598
2767.676,-1.680273,,62596.88,5306.97,0.046365
2768.676,-1.712275,,62598.08,5308.17,0.046235
2769.676,-1.746969,,62600.48,5310.57,0.045688
2770.676,-1.780885,,62602.89,5312.98,0.045237
2771.676,-1.815412,,62604.09,5314.18,0.045057
2772.676,-1.847237,,62605.3,5315.39,0.044588
2773.676,-1.882676,,62606.5,5316.59,0.044001
2774.676,-1.915698,,62607.7,5317.79,0.043584
2775.676,-1.949058,,62610.11,5320.2,0.042341
2776.676,-1.982998,,62611.31,5321.4,0.041717
2777.676,-2.016732,,62613.72,5323.81,0.040849
2778.676,-2.051494,,62614.92,5325.01,0.040671
2779.676,-2.085061,,62617.33,5327.42,0.039948
2780.676,-2.119985,,62619.73,5329.82,0.039696
2781.676,-2.154316,,62622.14,5332.23,0.038999
2782.676,-2.186284,,62623.34,5333.43,0.038626
2783.676,-2.218988,,62624.55,5334.64,0.038513
2784.676,-2.251803,,62625.75,5335.84,0.038184
2785.676,-2.283169,,62626.95,5337.04,0.038118
2786.676,-2.316859,,62629.36,5339.45,0.037709
2787.676,-2.347801,,62631.77,5341.86,0.037605
2788.676,-2.378644,,62632.97,5343.06,0.037479
2789.676,-2.410748,,62634.17,5344.26,0.037194
2790.676,-2.441545,,62636.58,5346.67,0.037042
2791.676,-2.472474,,62638.98,5349.07,0.036898
2792.676,-2.502514,,62641.39,5351.48,0.036652
2793.676,-2.532864,,62642.59,5352.68,0.036477
2794.676,-2.562342,,62643.8,5353.89,0.036386
2795.676,-2.591808,,62645,5355.09,0.03641
2796.676,-2.620253,,62646.2,5356.29,0.03631
2797.676,-2.650549,,62647.41,5357.5,0.036249
2798.676,-2.679163,,62648.61,5358.7,0.036075
2799.676,-2.710237,,62649.81,5359.9,0.036129
2800.676,-2.739272,,62651.02,5361.11,0.035626
2801.676,-2.766728,,62652.22,5362.31,0.035567
2802.676,-2.795655,,62653.42,5363.51,0.035388
2803.676,-2.823872,,62655.83,5365.92,0.035086
2804.676,-2.850108,,62658.23,5368.32,0.03512
2805.676,-2.877297,,62660.64,5370.73,0.034985
2806.658,-2.904926,,62661.84,5371.93,0.035194
2807.632,-2.932409,,62664.25,5374.34,0.035236
2808.564,-2.959181,,62666.66,5376.75,0.035784
2809.498,-2.985334,,62667.86,5377.95,0.036245
2810.37,-3.010011,,62670.27,5380.36,0.036123
2811.29,-3.03364,,62671.47,5381.56,0.036412
2812.29,-3.05186,,62673.88,5383.97,0.036728
2813.29,-3.077649,,62675.08,5385.17,0.036976
2813.684,-3.087503,,62677.48,5387.57,0.037582
2813.686,-3.087519,,62679.89,5389.98,0.038171
2814.054,-3.084031,,62681.09,5391.18,0.038399
2814.3,-3.076482,,62683.5,5393.59,0.038701
2814.594,-3.069717,,62684.7,5394.79,0.038759
2814.892,-3.064339,,62685.91,5396,0.038989
2815.216,-3.057081,,62687.11,5397.2,0.039141
2815.528,-3.049949,,62688.31,5398.4,0.039458
2815.878,-3.04208,,62689.52,5399.61,0.039582
2816.246,-3.0332,,62690.72,5400.81,0.039905
2816.646,-3.022225,,62691.92,5402.01,0.040245
2817.072,-3.012434,,62693.13,5403.22,0.04055
2817.506,-3.001052,,62695.53,5405.62,0.041175
2817.948,-2.989528,,62696.73,5406.82,0.041592
2818.414,-2.977931,,62697.94,5408.03,0.042189
2818.906,-2.965012,,62700.34,5410.43,0.042899
2819.4,-2.952607,,62702.75,5412.84,0.043561
2819.914,-2.939496,,62705.16,5415.25,0.044387
2820.436,-2.925661,,62707.56,5417.65,0.045155
2820.994,-2.912045,,62708.77,5418.86,0.04542
2821.572,-2.897934,,62709.97,5420.06,0.045659
2822.18,-2.882675,,62711.17,5421.26,0.046003
2822.81,-2.865869,,62713.58,5423.67,0.046869
2823.458,-2.849156,,62715.98,5426.07,0.04725
2824.122,-2.833381,,62718.39,5428.48,0.047929
2824.804,-2.81496,,62719.59,5429.68,0.047911
2825.502,-2.796993,,62720.8,5430.89,0.04794
2826.23,-2.77616,,62723.2,5433.29,0.047895
2826.996,-2.754555,,62724.41,5434.5,0.047907
2827.776,-2.731684,,62725.61,5435.7,0.048077
2828.586,-2.709302,,62726.81,5436.9,0.048009
2829.402,-2.685518,,62728.02,5438.11,0.048611
2830.28,-2.658024,,62730.42,5440.51,0.048445
2831.188,-2.632169,,62731.63,5441.72,0.04845
2832.142,-2.602989,,62734.03,5444.12,0.04853
2833.132,-2.574264,,62736.44,5446.53,0.048537
2834.132,-2.543682,,62737.64,5447.73,0.048602
2835.132,-2.513561,,62740.05,5450.14,0.048476
2836.132,-2.482801,,62741.25,5451.34,0.048505
2837.132,-2.452722,,62742.45,5452.54,0.048659
2838.132,-2.420802,,62743.66,5453.75,0.048569
2839.132,-2.389701,,62744.86,5454.95,0.048549
2840.132,-2.359006,,62747.27,5457.36,0.048537
2841.132,-2.32673,,62748.47,5458.56,0.048583
2842.132,-2.294849,,62749.67,5459.76,0.048609
2843.132,-2.263248,,62750.88,5460.97,0.048738
2844.132,-2.230196,,62752.08,5462.17,0.048737
2845.132,-2.197708,,62754.48,5464.57,0.048903
2846.132,-2.162771,,62756.89,5466.98,0.048716
2847.132,-2.129548,,62758.09,5468.18,0.048895
2848.132,-2.096356,,62759.3,5469.39,0.048775
2849.132,-2.061613,,62760.5,5470.59,0.048792
2850.132,-2.026236,,62761.7,5471.79,0.048867
2851.132,-1.991272,,62764.11,5474.2,0.048824
2852.132,-1.955524,,62766.52,5476.61,0.048685
2853.132,-1.921121,,62767.72,5477.81,0.048723
2854.132,-1.885484,,62768.92,5479.01,0.048877
2855.132,-1.850453,,62771.33,5481.42,0.04868
2856.132,-1.816334,,62773.73,5483.82,0.048744
2857.132,-1.781174,,62776.14,5486.23,0.048652
2858.132,-1.745517,,62777.34,5487.43,0.048787
2859.132,-1.709754,,62778.55,5488.64,0.048701
2860.132,-1.675396,,62779.75,5489.84,0.048794
2861.132,-1.640088,,62782.16,5492.25,0.047898
2862.132,-1.605891,,62783.36,5493.45,0.047819
2863.132,-1.571427,,62784.56,5494.65,0.047745
2864.132,-1.538878,,62786.97,5497.06,0.047167
2865.132,-1.506367,,62789.38,5499.47,0.046868
2866.132,-1.474946,,62790.58,5500.67,0.046667
2867.132,-1.444853,,62792.98,5503.07,0.046361
2868.132,-1.414241,,62795.39,5505.48,0.046111
2869.132,-1.385363,,62796.59,5506.68,0.045645
2870.132,-1.355311,,62797.8,5507.89,0.044938
2871.132,-1.326806,,62799,5509.09,0.044582
2872.132,-1.298251,,62800.2,5510.29,0.044273
2873.132,-1.269688,,62802.61,5512.7,0.042581
2874.132,-1.243404,,62803.81,5513.9,0.041955
2875.132,-1.215543,,62805.02,5515.11,0.041469
2876.132,-1.188704,,62806.22,5516.31,0.041315
2877.132,-1.162866,,62807.42,5517.51,0.041093
2878.132,-1.138638,,62809.83,5519.92,0.040475
2879.132,-1.116761,,62812.23,5522.32,0.040081
2880.132,-1.0968,,62814.64,5524.73,0.039503
2881.132,-1.079228,,62815.84,5525.93,0.039306
2882.132,-1.061213,,62818.25,5528.34,0.03898
2883.132,-1.045472,,62820.66,5530.75,0.038552
2884.132,-1.032766,,62823.06,5533.15,0.037973
2885.132,-1.021106,,62825.47,5535.56,0.037809
2886.132,-1.010793,,62827.88,5537.97,0.037571
2887.132,-1.004094,,62829.08,5539.17,0.037456
2888.132,-1.001169,,62831.48,5541.57,0.037433
2889.132,-1.001312,,62833.89,5543.98,0.037121
2890.132,-1.000205,,62835.09,5545.18,0.036882
2891.132,-1.000362,,62836.3,5546.39,0.036839
2892.132,-1.000075,,62837.5,5547.59,0.036802
2893.132,-0.9998659,,62838.7,5548.79,0.036712
2894.132,-0.999421,,62841.11,5551.2,0.036563
2895.132,-0.9993178,,62842.31,5552.4,0.036371
2896.132,-0.9996667,,62844.72,5554.81,0.035801
2897.132,-1.000021,,62845.92,5556.01,0.035759
