Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   1.22 0.001495  36.45  117.4
   1.23 0.001541  37.58  113.3
   1.25 0.001590  38.78  109.4
   1.26 0.001641  40.01  106.6
   1.27 0.001685  41.09  104.0
   1.28 0.001719  41.91  100.7
   1.29 0.001761  42.94   97.6
   1.30 0.001799  43.87   94.1
   1.31 0.001838  44.83   90.4
   1.32 0.001884  45.93   87.8
   1.34 0.001934  47.16   86.7
   1.35 0.001980  48.29   86.0
   1.36 0.002021  49.29   85.6
   1.37 0.002062  50.29   85.1
   1.38 0.002107  51.38   85.2
   1.39 0.002151  52.45   86.1
   1.40 0.002193  53.47   87.1
   1.41 0.002239  54.60   87.6
   1.42 0.002289  55.82   88.5
   1.44 0.002338  57.02   89.3
   1.45 0.002383  58.11   89.6
   1.46 0.002427  59.19   89.8
   1.47 0.002472  60.27   90.3
   1.48 0.002516  61.36   91.0
   1.49 0.002553  62.26   90.8
   1.50 0.002595  63.29   90.1
   1.51 0.002637  64.30   89.2
   1.53 0.002677  65.29   87.9
   1.54 0.002718  66.28   86.3
   1.55 0.002756  67.22   84.4
   1.56 0.002795  68.17   82.9
   1.57 0.002833  69.09   81.7
   1.58 0.002870  69.99   80.4
   1.59 0.002905  70.84   79.1
   1.60 0.002939  71.68   77.7
   1.62 0.002974  72.52   76.6
   1.63 0.003011  73.42   75.2
   1.64 0.003044  74.24   73.8
   1.65 0.003077  75.04   72.5
   1.66 0.003112  75.88   71.3
   1.67 0.003144  76.68   70.2
   1.68 0.003177  77.47   69.2
   1.69 0.003209  78.25   68.3
   1.71 0.003238  78.97   67.3
   1.72 0.003267  79.67   66.3
   1.73 0.003298  80.43   65.2
   1.74 0.003330  81.21   64.3
   1.75 0.003360  81.95   63.3
   1.76 0.003390  82.67   62.6
   1.77 0.003418  83.36   61.8
   1.78 0.003446  84.04   60.9
   1.79 0.003475  84.74   60.1
   1.81 0.003503  85.42   59.4
   1.82 0.003530  86.08   58.7
   1.83 0.003558  86.77   58.2
   1.84 0.003585  87.43   57.6
   1.85 0.003611  88.06   56.6
   1.86 0.003637  88.69   55.8
   1.87 0.003662  89.30   55.0
   1.88 0.003687  89.90   54.2
   1.90 0.003711  90.49   53.4
   1.91 0.003735  91.08   52.5
   1.92 0.003757  91.63   51.5
   1.93 0.003780  92.18   50.5
   1.94 0.003802  92.73   49.4
   1.95 0.003824  93.26   48.3
   1.96 0.003845  93.78   47.3
   1.97 0.003868  94.32   46.5
   1.99 0.003889  94.84   45.6
   2.00 0.003908  95.30   44.8
   2.01 0.003929  95.82   44.0
   2.02 0.003950  96.33   43.4
   2.03 0.003969  96.80   42.7
   2.04 0.003989  97.28   42.1
   2.05 0.004010  97.80   41.7
   2.06 0.004031  98.31   41.3
   2.08 0.004049  98.74   40.9
   2.09 0.004067  99.19   40.4
   2.10 0.004086  99.64   39.8
   2.11 0.004106 100.12   39.5
   2.12 0.004123 100.56   39.1
   2.13 0.004141 101.00   38.6
   2.14 0.004158 101.41   38.0
   2.15 0.004175 101.82   37.5
   2.17 0.004192 102.22   36.8
   2.18 0.004208 102.62   36.0
   2.19 0.004225 103.05   35.4
   2.20 0.004241 103.44   35.0
   2.21 0.004257 103.81   34.4
   2.22 0.004273 104.22   33.8
   2.23 0.004289 104.59   33.2
   2.24 0.004304 104.96   32.8
   2.26 0.004318 105.31   32.3
   2.27 0.004333 105.67   31.9
   2.28 0.004346 105.98   31.3
   2.29 0.004359 106.32   30.6
   2.30 0.004374 106.66   30.0
   2.31 0.004387 106.99   29.3
   2.32 0.004399 107.27   28.6
   2.33 0.004412 107.59   28.0
   2.35 0.004426 107.93   27.4
   2.36 0.004440 108.28   27.1
   2.37 0.004453 108.60   26.9
   2.38 0.004465 108.90   26.7
   2.39 0.004476 109.17   26.4
   2.40 0.004488 109.45   26.1
   2.41 0.004499 109.73   25.7
   2.42 0.004512 110.03   25.3
   2.44 0.004524 110.34   25.0
   2.45 0.004535 110.60   24.7
   2.46 0.004545 110.84   24.1
   2.47 0.004555 111.08   23.4
   2.48 0.004566 111.36   22.9
   2.49 0.004576 111.59   22.4
   2.50 0.004586 111.85   22.1
   2.51 0.004597 112.11   21.8
   2.52 0.004607 112.34   21.4
   2.54 0.004616 112.57   21.0
   2.55 0.004627 112.84   20.7
   2.56 0.004637 113.10   20.5
   2.57 0.004647 113.34   20.5
   2.58 0.004655 113.54   20.3
   2.59 0.004664 113.76   20.0
   2.60 0.004676 114.03   19.9
   2.61 0.004683 114.22   19.7
   2.63 0.004690 114.38   19.2
   2.64 0.004697 114.56   18.6
   2.65 0.004705 114.75   18.1
   2.66 0.004713 114.95   17.5
   2.67 0.004721 115.15   16.9
   2.68 0.004728 115.31   16.4
   2.69 0.004737 115.53   16.1
   2.71 0.004745 115.72   15.9
   2.72 0.004754 115.93   15.7
   2.73 0.004763 116.15   15.7
   2.74 0.004769 116.31   15.9
   2.75 0.004776 116.47   15.9
   2.76 0.004783 116.65   15.8
   2.77 0.004789 116.81   15.6
   2.78 0.004795 116.95   15.2
   2.79 0.004802 117.12   14.8
   2.81 0.004810 117.30   14.6
   2.82 0.004817 117.48   14.2
   2.83 0.004822 117.61   13.9
   2.84 0.004829 117.78   13.6
   2.85 0.004835 117.93   13.4
   2.86 0.004842 118.08   13.3
   2.87 0.004848 118.23   13.2
   2.88 0.004854 118.37   13.0
   2.90 0.004860 118.53   12.9
   2.91 0.004865 118.64   12.7
   2.92 0.004869 118.75   12.2
   2.93 0.004875 118.89   11.9
   2.94 0.004880 119.01   11.5
   2.95 0.004885 119.14   11.3
   2.96 0.004891 119.28   11.0
   2.97 0.004896 119.41   10.8
   2.99 0.004901 119.54   10.7
   3.00 0.004907 119.68   10.6
   3.01 0.004912 119.80   10.6
   3.02 0.004917 119.93   10.6
   3.03 0.004921 120.02   10.6
   3.04 0.004926 120.13   10.4
   3.05 0.004932 120.29   10.4
   3.06 0.004937 120.40   10.3
   3.07 0.004942 120.52   10.2
   3.09 0.004947 120.64   10.1
   3.10 0.004950 120.73    9.9
   3.11 0.004954 120.82    9.7
   3.12 0.004955 120.85    9.2
   3.13 0.004958 120.93    8.7
   3.14 0.004961 121.00    8.2
   3.15 0.004966 121.11    7.9
   3.17 0.004970 121.21    7.5
   3.18 0.004974 121.30    7.1
   3.19 0.004977 121.39    7.0
   3.20 0.004981 121.48    6.9
   3.21 0.004986 121.60    7.0
   3.22 0.004990 121.69    7.3
   3.23 0.004991 121.74    7.4
   3.24 0.004995 121.81    7.5
   3.26 0.004998 121.90    7.4
   3.27 0.005002 121.99    7.3
   3.28 0.005005 122.07    7.1
   3.29 0.005010 122.18    7.0
   3.30 0.005012 122.24    6.9
   3.31 0.005017 122.37    7.0
   3.32 0.005021 122.44    7.0
   3.33 0.005023 122.51    7.0
   3.34 0.005026 122.59    7.0
   3.36 0.005030 122.67    7.1
   3.37 0.005032 122.73    7.0
   3.38 0.005036 122.82    6.9
   3.39 0.005037 122.85    6.6
   3.40 0.005042 122.96    6.5
   3.41 0.005045 123.04    6.3
   3.42 0.005048 123.12    6.3
   3.43 0.005052 123.20    6.2
   3.45 0.005055 123.28    6.2
   3.46 0.005058 123.35    6.3
   3.47 0.005061 123.44    6.3
   3.48 0.005065 123.54    6.4
   3.49 0.005068 123.60    6.5
   3.50 0.005070 123.66    6.5
   3.51 0.005072 123.71    6.4
   3.52 0.005073 123.74    6.0
   3.54 0.005075 123.76    5.7
   3.55 0.005079 123.86    5.4
   3.56 0.005081 123.93    5.2
   3.57 0.005084 123.98    5.0
   3.58 0.005084 124.00    4.7
   3.59 0.005085 124.01    4.3
   3.60 0.005086 124.03    3.9
   3.62 0.005089 124.11    3.8
   3.63 0.005090 124.15    3.7
   3.64 0.005091 124.16    3.5
   3.65 0.005090 124.14    3.2
   3.66 0.005092 124.18    2.8
   3.67 0.005093 124.22    2.4
   3.68 0.005093 124.21    2.1
   3.69 0.005092 124.18    1.8
   3.70 0.005092 124.18    1.5
   3.72 0.005094 124.23    1.3
   3.73 0.005096 124.29    1.3
   3.74 0.005098 124.33    1.2
   3.75 0.005097 124.32    1.3
   3.76 0.005097 124.31    1.4
   3.77 0.005096 124.27    1.3
   3.78 0.005097 124.32    1.2
   3.79 0.005098 124.33    1.1
   3.81 0.005098 124.35    1.2
   3.82 0.005100 124.39    1.3
   3.83 0.005102 124.42    1.3
   3.84 0.005102 124.43    1.2
   3.85 0.005102 124.43    1.1
   3.86 0.005104 124.48    1.3
   3.87 0.005106 124.52    1.6
   3.88 0.005105 124.50    1.8
   3.90 0.005105 124.50    1.8
   3.91 0.005108 124.57    1.8
   3.92 0.005111 124.65    2.0
   3.93 0.005112 124.68    2.2
   3.94 0.005115 124.74    2.4
   3.95 0.005118 124.82    2.8
   3.96 0.005119 124.84    3.2
   3.97 0.005122 124.93    3.6
   3.99 0.005124 124.97    3.9
   4.00 0.005126 125.01    4.2
   4.01 0.005128 125.05    4.4
   4.02 0.005128 125.06    4.4
   4.03 0.005129 125.10    4.0
   4.04 0.005131 125.14    3.8
   4.05 0.005134 125.21    3.7
   4.06 0.005137 125.28    3.7
   4.08 0.005139 125.33    3.7
   4.09 0.005140 125.35    3.7
   4.10 0.005141 125.38    3.5
   4.11 0.005143 125.43    3.6
   4.12 0.005145 125.47    3.6
   4.13 0.005147 125.53    3.7
   4.14 0.005149 125.57    3.8
   4.15 0.005151 125.64    3.8
   4.17 0.005152 125.65    3.7
   4.18 0.005153 125.67    3.5
   4.19 0.005155 125.72    3.4
   4.20 0.005155 125.74    3.3
   4.21 0.005155 125.74    3.1
   4.22 0.005158 125.79    3.0
   4.23 0.005159 125.82    2.8
   4.24 0.005160 125.85    2.6
   4.25 0.005160 125.85    2.4
   4.27 0.005162 125.91    2.3
   4.28 0.005164 125.94    2.3
   4.29 0.005164 125.95    2.3
   4.30 0.005165 125.96    2.2
   4.31 0.005165 125.97    2.1
   4.32 0.005164 125.94    1.9
   4.33 0.005163 125.91    1.5
   4.35 0.005163 125.92    1.0
   4.36 0.005163 125.93    0.7
   4.37 0.005165 125.96    0.5
   4.38 0.005165 125.97    0.4
   4.39 0.005166 125.98    0.2
   4.40 0.005166 126.00    0.3
   4.41 0.005170 126.09    0.7
   4.42 0.005171 126.11    1.1
   4.44 0.005171 126.11    1.4
   4.45 0.005173 126.16    1.9
   4.46 0.005174 126.19    2.2
   4.47 0.005176 126.23    2.4
   4.48 0.005178 126.29    2.6
   4.49 0.005180 126.33    2.8
   4.50 0.005176 126.24    2.6
   4.51 0.005173 126.16    2.0
   4.52 0.005172 126.14    1.3
   4.54 0.005170 126.09    0.4
   4.55 0.005170 126.09   -0.2
   4.56 0.005169 126.08   -0.8
   4.57 0.005169 126.07   -1.3
   4.58 0.005174 126.19   -1.3
   4.59 0.005176 126.23   -1.1
   4.60 0.005175 126.22   -0.7
   4.62 0.005174 126.20   -0.3
   4.63 0.005173 126.17    0.3
   4.64 0.005174 126.19    0.8
   4.65 0.005177 126.26    1.1
   4.66 0.005175 126.21    1.2
   4.67 0.005175 126.21    1.1
   4.68 0.005174 126.18    0.7
   4.69 0.005172 126.15    0.2
   4.71 0.005171 126.12   -0.5
   4.72 0.005169 126.08   -0.8
   4.73 0.005172 126.13   -0.8
   4.74 0.005174 126.18   -0.7
   4.75 0.005176 126.23   -0.4
   4.76 0.005176 126.23   -0.3
   4.77 0.005176 126.23   -0.0
   4.78 0.005175 126.21    0.3
   4.79 0.005175 126.21    0.6
   4.81 0.005178 126.30    1.0
   4.82 0.005180 126.32    1.4
   4.83 0.005181 126.37    1.8
   4.84 0.005180 126.35    1.8
   4.85 0.005181 126.36    1.6
   4.86 0.005180 126.34    1.4
   4.87 0.005181 126.37    1.3
   4.89 0.005180 126.35    1.2
   4.90 0.005182 126.38    1.2
   4.91 0.005183 126.40    1.2
   4.92 0.005185 126.46    1.1
   4.93 0.005186 126.47    1.0
   4.94 0.005186 126.47    1.0
   4.95 0.005183 126.42    0.9
   4.96 0.005183 126.40    0.8
   4.98 0.005184 126.43    0.8
   4.99 0.005186 126.47    0.8
   5.00 0.005186 126.48    0.8
   5.01 0.005187 126.51    0.8
   5.02 0.005189 126.55    0.8
   5.03 0.005190 126.57    0.9
   5.04 0.005189 126.56    0.9
   5.05 0.005190 126.58    1.1
   5.07 0.005189 126.55    1.2
   5.08 0.005188 126.54    1.3
   5.09 0.005187 126.52    1.0
   5.10 0.005185 126.47    0.4
   5.11 0.005185 126.45   -0.1
   5.12 0.005185 126.45   -0.5
   5.13 0.005185 126.45   -0.9
   5.14 0.005182 126.39   -1.3
   5.15 0.005181 126.35   -1.6
   5.17 0.005180 126.32   -1.8
   5.18 0.005180 126.35   -1.9
   5.19 0.005181 126.36   -1.7
   5.20 0.005181 126.36   -1.5
   5.21 0.005181 126.35   -1.2
   5.22 0.005183 126.41   -0.8
   5.23 0.005182 126.38   -0.6
   5.25 0.005181 126.37   -0.4
   5.26 0.005180 126.33   -0.3
   5.27 0.005180 126.34   -0.1
   5.28 0.005180 126.33   -0.0
   5.29 0.005182 126.38    0.1
   5.30 0.005183 126.42    0.1
   5.31 0.005184 126.43    0.3
   5.32 0.005184 126.44    0.4
   5.34 0.005185 126.46    0.6
   5.35 0.005185 126.46    0.7
   5.36 0.005185 126.46    1.0
   5.37 0.005186 126.49    1.2
   5.38 0.005186 126.49    1.3
   5.39 0.005186 126.49    1.2
   5.40 0.005186 126.48    1.0
   5.41 0.005185 126.46    0.6
   5.42 0.005185 126.46    0.4
   5.44 0.005188 126.53    0.4
   5.45 0.005187 126.51    0.4
   5.46 0.005187 126.51    0.4
   5.47 0.005189 126.54    0.5
   5.48 0.005188 126.54    0.5
   5.49 0.005188 126.52    0.5
   5.50 0.005187 126.51    0.4
   5.51 0.005189 126.54    0.5
   5.53 0.005189 126.56    0.6
   5.54 0.005191 126.59    0.8
   5.55 0.005190 126.58    0.7
   5.56 0.005189 126.55    0.5
   5.57 0.005189 126.56    0.4
   5.58 0.005117 124.79   -5.2
   5.59 -.000160  -3.91 -415.8
   5.61 0.000274   6.69 -718.0
   5.62 0.000219   5.35 -955.8
   5.63 -.000239  -5.82 %-1159.3
   5.64 0.000408   9.96 %-1237.2
   5.65 0.000135   3.29 %-1269.3
   5.66 -.000196  -4.77 %-1255.9
   5.67 -.000139  -3.40 %-1162.8
   5.68 -.000076  -1.86 -990.4
   5.69 -.000075  -1.83 -744.4
   5.71 -.000051  -1.25 -422.8
   5.72 -.000036  -0.87  -33.4
   5.73 -.000044  -1.07  -52.3
   5.74 -.000021  -0.51  -31.5
   5.75 -.000025  -0.60  -11.8
   5.76 -.000034  -0.83  -31.1
   5.77 -.000034  -0.82    5.5
   5.78 -.000015  -0.36   25.0
   5.80 -.000029  -0.71   15.3
   5.81 -.000032  -0.77    8.3
   5.82 -.000012  -0.30    7.0
   5.83 -.000032  -0.77    3.5
   5.84 -.000021  -0.52    2.2
   5.85 -.000007  -0.18    3.1
   5.86 0.000035   0.86    6.1
   5.87 0.000000   0.00    7.4
   5.88 -.000070  -1.72    2.6
   5.90 -.000060  -1.46   -1.6
   5.91 -.000035  -0.85   -3.4
   5.92 -.000009  -0.21   -1.6
   5.93 0.000005   0.13    0.0
   5.94 0.000000   0.00    0.5
   5.95 0.000021   0.51    3.8
   5.96 -.000021  -0.52    1.7
   5.97 0.000003   0.08    2.3
   5.99 -.000060  -1.47   -1.1
   6.00 0.000012   0.29    5.7
   6.01 -.000088  -2.16    1.9
   6.02 -.000036  -0.87   -3.0
   6.03 -.000023  -0.57   -6.5
   6.04 -.000036  -0.89   -9.2
   6.05 -.000011  -0.27   -7.6
   6.06 -.000009  -0.22   -4.6
   6.07 -.000056  -1.35   -5.3
   6.09 0.000051   1.24    4.7
   6.10 0.000000   0.00    6.6
   6.10 -.000003  -0.06   10.3
   6.12 -.000014  -0.33    7.4
   6.13 -.000048  -1.17    7.7
   6.14 -.000039  -0.94    0.6
   6.15 -.000038  -0.94   -2.5
   6.16 -.000019  -0.45   -2.9
   6.17 -.000028  -0.68   -5.3
   6.19 -.000021  -0.52   -4.9
   6.20 -.000011  -0.26   -3.4
   6.21 -.000018  -0.44   -6.7
   6.22 -.000022  -0.53   -1.2
   6.23 -.000015  -0.36    1.3
   6.24 -.000008  -0.20    4.3
   6.25 -.000020  -0.48    5.4
   6.26 -.000018  -0.44    3.7
   6.28 -.000007  -0.16    3.2
   6.29 -.000017  -0.42    1.5
   6.30 -.000020  -0.50    1.1
   6.31 -.000007  -0.17    0.9
   6.32 -.000012  -0.29    0.6
   6.33 -.000024  -0.59    0.2
   6.34 -.000009  -0.21    0.6
   6.35 -.000010  -0.25    0.3
   6.37 -.000007  -0.16    0.8
   6.38 -.000013  -0.32    1.2
   6.39 -.000019  -0.47    0.2
   6.40 -.000017  -0.42   -0.4
   6.41 0.000000   0.00    1.2
   6.42 -.000024  -0.59   -0.0
   6.43 -.000017  -0.41   -0.9
   6.45 0.000006   0.14    1.1
   6.46 -.000022  -0.54    0.4
   6.47 -.000012  -0.30   -0.5
   6.48 0.000001   0.02    0.8
   6.49 -.000025  -0.60   -0.1
   6.50 -.000012  -0.30    0.4
   6.51 0.000004   0.10    1.7
   6.52 -.000019  -0.47    0.4
   6.54 -.000016  -0.38   -0.5
   6.55 -.000002  -0.05    1.3
   6.56 -.000002  -0.04    0.9
   6.57 -.000018  -0.43   -0.4
   6.58 -.000019  -0.46    0.3
   6.59 -.000005  -0.12   -0.1
   6.60 -.000009  -0.23   -0.2
   6.61 -.000016  -0.38    0.4
   6.63 -.000010  -0.24   -0.7
   6.64 -.000009  -0.23   -0.7
   6.65 -.000012  -0.29    0.4
   6.66 -.000011  -0.26   -0.3
   6.67 -.000019  -0.45   -1.4
   6.68 -.000011  -0.27   -0.6
   6.69 -.000015  -0.36    0.1
   6.70 -.000017  -0.42   -0.7
   6.72 -.000014  -0.34   -1.4
   6.73 -.000002  -0.06    0.0
   6.74 -.000008  -0.19    0.6
   6.75 -.000015  -0.37    0.0
   6.76 -.000008  -0.19    0.6
   6.77 0.000021   0.50    3.3
   6.78 0.000095   2.31   11.0
   6.79 0.000013   0.32   11.1
   6.81 -.000009  -0.23    8.4
   6.82 -.000009  -0.21    6.3
   6.83 -.000288  -7.02  -17.6
   6.85 -.000058  -1.41  -20.2
   6.86 -.000024  -0.58  -19.4
   6.87 -.000028  -0.69  -17.7
   6.88 -.000019  -0.45  -15.4
   6.89 -.000007  -0.16  -12.6
   6.90 -.000018  -0.43  -10.3
   6.91 -.000018  -0.44   -5.1
   6.93 -.000009  -0.22    7.9
   6.94 -.000011  -0.27   14.9
   6.95 -.000015  -0.36   19.8
   6.96 0.000446  10.89   60.4
   6.97 0.000420  10.25   67.2
   6.98 -.000163  -3.98   40.2
   6.99 -.000108  -2.64   21.9
   7.00 -.000066  -1.61    7.7
   7.01 -.000047  -1.14   -3.6
   7.03 -.000034  -0.83  -12.5
   7.04 -.000027  -0.65  -21.5
   7.05 -.000023  -0.56  -30.0
   7.06 -.000022  -0.54  -37.7
   7.07 -.000022  -0.53  -45.2
   7.08 -.000018  -0.43  -52.7
   7.09 -.000016  -0.39  -18.1
   7.10 -.000020  -0.48   20.4
   7.12 -.000019  -0.46   12.0
   7.13 -.000015  -0.37    6.9
   7.14 -.000015  -0.38    4.2
   7.15 -.000022  -0.54    2.2
   7.16 -.000053  -1.28   -1.4
   7.17 -.000064  -1.56   -5.0
   7.18 -.000066  -1.61   -7.9
   7.19 0.000040   0.98   -1.9
   7.21 0.000024   0.58    2.0
   7.22 0.000012   0.28    4.7
   7.23 -.000019  -0.45    4.9
   7.24 -.000011  -0.26    5.3
   7.25 -.000011  -0.26    5.7
   7.26 -.000007  -0.17    6.6
   7.27 0.000038   0.93   10.7
   7.28 -.000005  -0.13   10.2
   7.30 -.000005  -0.11    6.8
   7.31 -.000005  -0.13    1.6
   7.32 -.000023  -0.56   -6.0
   7.33 -.000070  -1.71   -8.1
   7.34 -.000030  -0.72   -7.1
