Datos generados por TERE.BAS el 06-14-2007
 t[min] T[§C] V[§C/min]
   8.17 -.001830 -44.61  -48.6
   8.18 -.001852 -45.14  -47.9
   8.19 -.001873 -45.67  -47.1
   8.20 -.001895 -46.21  -46.5
   8.21 -.001917 -46.74  -45.8
   8.23 -.001937 -47.23  -45.1
   8.24 -.001957 -47.72  -44.4
   8.25 -.001977 -48.21  -43.7
   8.26 -.001997 -48.69  -43.0
   8.27 -.002017 -49.17  -42.3
   8.28 -.002036 -49.63  -41.6
   8.29 -.002055 -50.09  -40.9
   8.30 -.002073 -50.53  -40.2
   8.31 -.002091 -50.97  -39.4
   8.33 -.002108 -51.39  -38.6
   8.34 -.002125 -51.82  -37.9
   8.35 -.002142 -52.23  -37.3
   8.36 -.002159 -52.63  -36.6
   8.37 -.002175 -53.03  -35.9
   8.38 -.002192 -53.43  -35.2
   8.39 -.002208 -53.84  -34.6
   8.40 -.002224 -54.23  -34.1
   8.42 -.002240 -54.60  -33.6
   8.43 -.002255 -54.97  -33.1
   8.44 -.002270 -55.35  -32.7
   8.45 -.002285 -55.71  -32.2
   8.46 -.002299 -56.06  -31.7
   8.47 -.002313 -56.40  -31.2
   8.48 -.002327 -56.74  -30.7
   8.49 -.002341 -57.08  -30.2
   8.51 -.002355 -57.41  -29.6
   8.52 -.002367 -57.72  -28.9
   8.53 -.002382 -58.06  -28.5
   8.54 -.002395 -58.40  -28.1
   8.55 -.002408 -58.71  -27.7
   8.56 -.002421 -59.02  -27.3
   8.57 -.002434 -59.35  -27.1
   8.58 -.002447 -59.66  -26.8
   8.60 -.002460 -59.97  -26.6
   8.61 -.002469 -60.20  -26.1
   8.62 -.002479 -60.43  -25.5
   8.63 -.002489 -60.67  -24.8
   8.64 -.002498 -60.91  -23.9
   8.65 -.002507 -61.13  -22.9
   8.66 -.002517 -61.36  -22.0
   8.67 -.002526 -61.57  -21.1
   8.69 -.002534 -61.79  -20.2
   8.70 -.002543 -62.01  -19.4
   8.71 -.002552 -62.21  -18.8
   8.72 -.002560 -62.43  -18.4
   8.73 -.002568 -62.62  -18.1
   8.74 -.002577 -62.83  -17.8
   8.75 -.002585 -63.02  -17.5
   8.76 -.002592 -63.20  -17.2
   8.78 -.002601 -63.41  -16.9
   8.79 -.002608 -63.59  -16.7
   8.80 -.002616 -63.77  -16.4
   8.81 -.002623 -63.96  -16.1
   8.82 -.002631 -64.14  -15.9
