Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   2.41 0.003861  94.16    1.8
   2.43 0.003862  94.17    1.8
   2.44 0.003862  94.19    1.7
   2.45 0.003863  94.22    1.7
   2.46 0.003864  94.23    1.7
   2.47 0.003864  94.24    1.6
   2.48 0.003865  94.26    1.5
   2.49 0.003866  94.27    1.5
   2.50 0.003867  94.30    1.5
   2.52 0.003868  94.32    1.5
   2.53 0.003869  94.35    1.5
   2.54 0.003869  94.36    1.5
   2.55 0.003870  94.39    1.5
   2.56 0.003871  94.41    1.6
