Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
  15.59 -.006029 %-146.97 %-4392.2
  15.60 -.006148 %-149.87 %-4323.0
  15.61 -.006194 %-150.99 %-4001.9
  15.62 -.006190 %-150.91 %-3422.9
  15.63 -.006196 %-151.05 %-2588.6
  15.64 -.006220 %-151.64 %-1500.3
  15.65 -.006234 %-151.98 -730.3
  15.67 -.006218 %-151.59 -360.6
  15.68 -.006232 %-151.92 -181.1
  15.69 -.006218 %-151.59  -91.0
  15.70 -.006273 %-152.92  -49.4
  15.71 -.006264 %-152.72  -29.2
  15.72 -.006291 %-153.36  -20.4
  15.73 -.006277 %-153.03  -17.7
  15.74 -.006258 %-152.56  -15.8
  15.76 0.002201  53.67  637.6
  15.77 0.007319 178.53 1567.0
  15.78 0.009809 239.30 2496.8
  15.79 0.011014 268.73 3294.1
  15.80 0.011596 282.92 3896.3
  15.81 0.011869 289.60 4269.1
  15.82 0.012016 293.19 4401.4
  15.83 0.012082 294.80 4278.7
  15.85 0.012117 295.66 3902.8
  15.86 0.012131 295.98 3268.3
  15.87 0.012159 296.69 2379.7
  15.88 0.012151 296.48 1234.3
  15.89 0.012140 296.22  599.2
  15.90 0.012198 297.62  294.9
  15.91 0.012198 297.62  148.8
  15.92 0.012213 297.98   80.0
  15.93 0.012208 297.88   47.1
  15.95 0.012210 297.93   30.7
  15.96 0.012218 298.11   23.4
  15.97 0.012230 298.42   20.2
  15.98 0.004928 120.18 -543.9
  15.99 -.000816 -19.89 %-1448.0
  16.00 -.003535 -86.19 %-2377.4
  16.01 -.004856 %-118.39 %-3189.6
  16.02 -.005472 %-133.41 %-3812.3
  16.04 -.005774 %-140.77 %-4206.5
  16.05 -.005934 %-144.65 %-4361.7
  16.06 -.006051 %-147.52 %-4270.9
  16.07 -.006125 %-149.32 %-3930.7
  16.08 -.006167 %-150.33 %-3337.0
  16.09 -.006189 %-150.89 %-2487.5
  16.10 -.006176 %-150.56 %-1378.2
  16.11 -.006191 %-150.92 -677.0
  16.13 -.006224 %-151.74 -345.0
  16.14 -.006177 %-150.58 -180.9
  16.15 -.006153 %-150.00  -98.0
  16.16 -.006192 %-150.95  -55.9
  16.17 -.006195 %-151.02  -31.5
  16.18 -.006194 %-150.99  -15.6
  16.19 -.006171 %-150.44   -4.9
  16.20 -.005861 %-142.87   24.5
  16.21 0.003218  78.49  744.6
  16.23 0.007872 192.02 1689.5
  16.24 0.010146 247.54 2614.1
  16.25 0.011224 273.84 3392.0
  16.26 0.011748 286.64 3963.7
  16.27 0.012031 293.54 4310.1
  16.28 0.012146 296.37 4412.8
  16.29 0.012232 298.47 4262.8
  16.30 0.012284 299.73 3858.7
  16.32 0.012319 300.59 3198.9
  16.33 0.012309 300.34 2281.5
  16.34 0.012313 300.44 1134.1
  16.35 0.012322 300.66  558.2
  16.36 0.012353 301.41  280.5
  16.37 0.012358 301.53  147.4
  16.38 0.012325 300.73   78.8
  16.39 0.012361 301.60   45.3
  16.41 0.012342 301.15   27.5
  16.42 0.012314 300.46   13.7
  16.43 0.012298 300.08    4.2
  16.44 0.003921  95.62 -646.4
  16.45 -.001262 -30.78 %-1575.4
  16.46 -.003776 -92.07 %-2508.6
  16.47 -.004982 %-121.45 %-3309.1
  16.48 -.005571 %-135.80 %-3912.1
  16.50 -.005835 %-142.24 %-4282.3
  16.51 -.005976 %-145.68 %-4408.5
  16.52 -.006043 %-147.32 %-4286.5
  16.53 -.006099 %-148.68 %-3908.5
  16.54 -.006107 %-148.87 %-3274.7
  16.55 -.006134 %-149.53 %-2387.4
  16.56 -.006146 %-149.84 %-1244.5
  16.57 -.006155 %-150.05 -606.3
  16.58 -.006112 %-149.01 -295.1
  16.60 -.006098 %-148.67 -143.5
  16.61 -.006096 %-148.60  -68.7
  16.62 -.006096 %-148.62  -31.9
  16.63 -.006053 %-147.57   -8.5
  16.64 -.006079 %-148.19    3.3
  16.65 -.006081 %-148.25   10.1
  16.66 -.004779 %-116.51  112.6
  16.67 0.004042  98.59  874.2
  16.69 0.008241 201.03 1814.6
  16.70 0.010261 250.33 2708.4
  16.71 0.011262 274.77 3448.9
  16.72 0.011790 287.68 3990.4
  16.73 0.012038 293.73 4301.9
  16.74 0.012139 296.20 4367.7
  16.75 0.012190 297.44 4182.4
  16.76 0.012156 296.60 3742.5
  16.77 0.012186 297.33 3047.9
  16.79 0.012186 297.33 2097.6
  16.80 0.012158 296.65 1007.9
  16.81 0.012142 296.26  481.8
  16.82 0.012167 296.87  226.1
  16.83 0.012198 297.62  101.6
  16.84 0.012223 298.24   43.1
  16.85 0.012245 298.77   20.8
  16.86 0.012265 299.27   16.3
  16.88 0.012274 299.48   18.5
  16.89 0.012061 294.27    7.1
  16.90 0.003044  74.24 -699.7
  16.91 -.001693 -41.27 %-1640.5
  16.92 -.003923 -95.65 %-2558.6
  16.93 -.005057 %-123.29 %-3341.1
  16.94 -.005600 %-136.51 %-3926.0
  16.95 -.005855 %-142.74 %-4280.1
  16.97 -.005992 %-146.08 %-4389.8
  16.98 -.006060 %-147.74 %-4248.0
  16.99 -.006119 %-149.18 %-3853.0
  17.00 -.006127 %-149.38 %-3200.0
  17.01 -.006139 %-149.67 %-2289.8
  17.02 -.006105 %-148.82 %-1138.8
  17.03 -.006098 %-148.66 -553.3
  17.04 -.006104 %-148.81 -271.0
  17.06 -.006107 %-148.88 -130.0
  17.07 -.006108 %-148.89  -61.5
  17.08 -.006147 %-149.85  -30.6
  17.09 -.006119 %-149.17  -13.1
  17.10 -.006112 %-149.00   -3.9
  17.11 -.006140 %-149.69   -1.4
  17.12 -.003280 -79.98  216.8
  17.13 0.004739 115.58 1011.3
  17.14 0.008583 209.36 1948.6
  17.16 0.010435 254.57 2825.7
  17.17 0.011330 276.43 3541.1
  17.18 0.011763 287.02 4045.5
  17.19 0.011972 292.11 4315.8
  17.20 0.012054 294.12 4339.5
  17.21 0.012095 295.11 4108.8
  17.22 0.012134 296.07 3628.4
  17.23 0.012218 298.13 2899.9
  17.25 0.012231 298.43 1913.3
  17.26 0.012246 298.80  930.8
  17.27 0.012222 298.21  458.1
  17.28 0.012198 297.63  228.4
  17.29 0.012222 298.22  118.5
  17.30 0.012223 298.25   65.1
  17.31 0.012236 298.56   39.6
  17.32 0.012236 298.57   26.5
  17.34 0.012252 298.95   18.5
  17.35 0.011140 271.80  -74.3
  17.36 0.002175  53.03 -840.1
  17.37 -.002131 -51.95 %-1790.0
  17.38 -.004203 %-102.46 %-2697.3
  17.39 -.005194 %-126.63 %-3449.5
  17.40 -.005682 %-138.51 %-3997.5
  17.41 -.005880 %-143.35 %-4312.5
  17.42 -.006002 %-146.31 %-4381.7
  17.44 -.006057 %-147.66 %-4200.2
  17.45 -.006138 %-149.65 %-3768.1
  17.46 -.006159 %-150.14 %-3080.5
  17.47 -.006127 %-149.37 %-2131.8
  17.48 -.006109 %-148.92 %-1025.7
  17.49 -.006097 %-148.64 -492.9
  17.50 -.006082 %-148.26 -234.6
  17.51 -.006076 %-148.11 -108.9
  17.53 -.006087 %-148.40  -47.9
  17.54 -.006086 %-148.36  -18.7
  17.55 -.005995 %-146.14    5.2
  17.56 -.006085 %-148.35   12.6
  17.57 -.006135 %-149.57   12.4
  17.58 -.001738 -42.39  343.9
  17.59 0.005447 132.85 1164.7
  17.60 0.008899 217.08 2091.7
  17.62 0.010579 258.09 2939.7
  17.63 0.011382 277.69 3617.1
  17.64 0.011798 287.86 4083.5
  17.65 0.011993 292.63 4315.5
  17.66 0.012083 294.81 4300.5
  17.67 0.012167 296.88 4038.0
  17.68 0.012168 296.90 3528.6
  17.69 0.012163 296.77 2756.5
  17.71 0.012158 296.66 1724.2
  17.72 0.012207 297.84  839.2
  17.73 0.012200 297.68  411.9
  17.74 0.012205 297.79  204.3
  17.75 0.012204 297.77  103.2
  17.76 0.012216 298.07   53.4
  17.77 0.012222 298.21   30.2
  17.78 0.012214 298.01   18.2
  17.79 0.012204 297.77   10.6
  17.81 0.009384 228.92 -208.2
  17.82 0.001272  31.01 %-1012.2
  17.83 -.002615 -63.77 %-1963.0
  17.84 -.004454 %-108.59 %-2849.0
  17.85 -.005348 %-130.38 %-3566.8
  17.86 -.005688 %-138.66 %-4065.8
  17.87 -.005818 %-141.84 %-4324.2
  17.88 -.005853 %-142.69 %-4333.3
  17.90 -.005896 %-143.75 %-4092.0
  17.91 -.005888 %-143.54 %-3596.2
  17.92 -.005939 %-144.79 %-2851.7
  17.93 -.005947 %-144.99 %-1854.9
  17.94 -.005972 %-145.59 -862.7
  17.95 -.005981 %-145.81 -394.1
  17.96 -.005994 %-146.12 -178.3
  17.97 -.005960 %-145.28  -79.8
  17.99 -.005940 %-144.81  -39.9
  18.00 -.005921 %-144.35  -21.2
  18.01 -.005882 %-143.39   -8.0
  18.02 -.005895 %-143.71    1.8
  18.03 -.005901 %-143.85    7.9
  18.04 -.000266  -6.50  448.0
  18.05 0.006372 155.42 1315.5
  18.06 0.009525 232.38 2252.8
  18.08 0.011041 269.38 3088.2
  18.09 0.011828 288.59 3745.5
  18.10 0.012224 298.27 4183.0
  18.11 0.012418 303.00 4383.6
  18.12 0.012535 305.86 4338.1
  18.13 0.012571 306.74 4038.6
  18.14 0.012533 305.81 3481.1
  18.15 0.012569 306.70 2667.6
  18.16 0.012566 306.63 1595.1
  18.18 0.012558 306.41  775.5
  18.19 0.012603 307.51  383.5
  18.20 0.012609 307.68  191.6
  18.21 0.012612 307.74   94.7
  18.22 0.012605 307.56   46.8
  18.23 0.012605 307.58   24.2
  18.24 0.012554 306.32    9.8
  18.25 0.012570 306.71    5.5
  18.27 0.008496 207.24 -309.7
  18.28 0.001022  24.92 %-1146.4
  18.29 -.002520 -61.44 %-2091.0
  18.30 -.004286 %-104.48 %-2960.6
  18.31 -.005142 %-125.35 %-3661.1
  18.32 -.005609 %-136.74 %-4145.7
  18.33 -.005802 %-141.45 %-4389.9
  18.34 -.005855 %-142.75 %-4380.4
  18.36 -.005897 %-143.76 %-4116.4
  18.37 -.005918 %-144.27 %-3595.2
  18.38 -.005914 %-144.18 %-2819.3
  18.39 -.005916 %-144.23 %-1783.7
  18.40 -.005915 %-144.20 -860.2
  18.41 -.005957 %-145.23 -418.0
  18.42 -.005956 %-145.21 -200.1
  18.43 -.005944 %-144.91  -93.6
  18.44 -.005993 %-146.09  -45.4
  18.46 -.005972 %-145.59  -26.2
  18.47 -.005993 %-146.10  -21.1
  18.48 -.005999 %-146.25  -18.7
  18.49 -.005985 %-145.91  -16.9
  18.50 0.000691  16.84  497.5
  18.51 0.006792 165.66 1389.2
  18.52 0.009691 236.42 2326.1
  18.53 0.011096 270.72 3153.2
  18.55 0.011747 286.61 3788.5
  18.56 0.012069 294.47 4201.1
  18.57 0.012208 297.87 4373.5
  18.58 0.012301 300.15 4294.7
  18.59 0.012371 301.86 3967.2
  18.60 0.012430 303.31 3385.9
  18.61 0.012455 303.92 2548.2
  18.62 0.012447 303.71 1453.0
  18.64 0.012473 304.34  708.6
  18.65 0.012497 304.94  355.9
  18.66 0.012510 305.25  188.1
  18.67 0.012579 306.93  113.9
  18.68 0.012558 306.43   76.6
  18.69 0.012573 306.79   58.4
  18.70 0.012557 306.40   44.5
  18.71 0.012532 305.79   32.3
  18.73 0.007054 172.05 -398.5
  18.74 0.000362   8.82 %-1264.3
  18.75 -.002859 -69.71 %-2206.6
  18.76 -.004415 %-107.63 %-3055.0
  18.77 -.005162 %-125.85 %-3722.7
  18.78 -.005537 %-134.99 %-4170.3
  18.79 -.005712 %-139.26 %-4377.9
  18.80 -.005764 %-140.52 %-4328.3
  18.81 -.005764 %-140.52 %-4024.1
  18.83 -.005789 %-141.12 %-3464.1
  18.84 -.005760 %-140.42 %-2646.5
  18.85 -.005778 %-140.87 %-1576.3
  18.86 -.005795 %-141.27 -749.8
  18.87 -.005800 %-141.39 -352.4
  18.88 -.005806 %-141.53 -162.1
  18.89 -.005848 %-142.56  -75.1
  18.90 -.005880 %-143.35  -38.4
  18.92 -.005909 %-144.05  -28.0
  18.93 -.005876 %-143.26  -25.9
  18.94 -.005914 %-144.18  -29.0
  18.95 -.005985 %-145.90  -35.5
  18.96 0.001720  41.95  551.3
  18.97 0.007270 177.34 1462.7
  18.98 0.009943 242.57 2396.0
  18.99 0.011255 274.61 3209.0
  19.01 0.011889 290.07 3831.8
  19.02 0.012210 297.92 4231.4
  19.03 0.012385 302.20 4388.7
  19.04 0.012432 303.34 4291.6
  19.05 0.012439 303.53 3936.3
  19.06 0.012495 304.89 3331.6
  19.07 0.012505 305.12 2467.3
  19.08 0.012496 304.91 1338.2
  19.09 0.012489 304.73  650.3
  19.11 0.012479 304.48  315.4
  19.12 0.012510 305.26  153.3
  19.13 0.012547 306.16   77.5
  19.14 0.012563 306.55   42.5
  19.15 0.012489 304.74   21.5
  19.16 0.012388 302.26    4.8
  19.17 0.012314 300.46  -13.4
  19.18 0.005921 144.41 -521.4
  19.20 -.000220  -5.35 %-1405.5
  19.21 -.003116 -75.96 %-2333.4
  19.22 -.004545 %-110.82 %-3153.5
  19.23 -.005289 %-128.94 %-3793.1
  19.24 -.005738 %-139.88 %-4219.4
  19.25 -.005948 %-145.00 %-4404.1
  19.26 -.006089 %-148.44 %-4338.2
  19.27 -.006132 %-149.48 %-4013.4
  19.29 -.006171 %-150.43 %-3436.9
  19.30 -.006216 %-151.54 %-2612.0
  19.31 -.006191 %-150.91 %-1531.8
  19.32 -.006152 %-149.97 -771.3
  19.33 -.006052 %-147.54 -392.6
  19.34 -.006013 %-146.58 -192.5
  19.35 -.005967 %-145.46  -78.2
  19.36 -.005905 %-143.96   -7.0
  19.38 -.005921 %-144.33   31.0
  19.39 -.005871 %-143.12   56.2
  19.40 -.005853 %-142.69   68.9
  19.41 -.005858 %-142.81   74.0
  19.42 0.002914  71.07  746.3
  19.43 0.007834 191.08 1665.9
  19.44 0.010270 250.56 2579.0
  19.45 0.011463 279.68 3357.3
  19.47 0.012039 293.75 3942.6
  19.48 0.012287 299.81 4297.6
  19.49 0.012307 300.30 4402.3
  19.50 0.012319 300.59 4257.9
  19.51 0.012307 300.29 3856.2
  19.52 0.012322 300.65 3205.2
  19.53 0.012279 299.60 2298.1
  19.54 0.012457 303.95 1150.6
  19.56 0.012536 305.88  550.2
  19.57 0.012561 306.49  264.4
  19.58 0.012537 305.90  132.2
  19.59 0.012580 306.96   80.2
  19.60 0.012573 306.78   64.5
  19.61 0.012590 307.20   65.1
  19.62 0.012650 308.66   68.0
  19.63 0.012677 309.32   69.2
  19.64 0.005050 123.15 -522.8
  19.66 -.000583 -14.22 %-1445.2
  19.67 -.003329 -81.16 %-2402.0
  19.68 -.004682 %-114.13 %-3228.3
  19.69 -.005333 %-130.00 %-3857.8
  19.70 -.005628 %-137.19 %-4257.6
  19.71 -.005783 %-140.97 %-4417.2
  19.72 -.005837 %-142.30 %-4320.7
  19.73 -.005906 %-143.97 %-3972.6
  19.75 -.005962 %-145.36 %-3368.8
  19.76 -.005957 %-145.23 %-2499.7
  19.77 -.005958 %-145.24 %-1367.8
  19.78 -.005929 %-144.55 -667.1
  19.79 -.005961 %-145.32 -327.2
  19.80 -.005975 %-145.67 -162.8
  19.81 -.005988 %-145.99  -85.3
  19.82 -.006007 %-146.43  -50.1
  19.84 -.005878 %-143.30  -22.4
  19.85 -.005830 %-142.13   -1.6
  19.86 -.005789 %-141.13   18.1
  19.87 -.005208 %-126.96   75.6
  19.88 0.003905  95.23  818.9
  19.89 0.008435 205.76 1773.3
  19.90 0.010556 257.55 2689.7
  19.91 0.011514 280.94 3451.6
  19.92 0.012078 294.71 4009.9
  19.94 0.012423 303.13 4341.3
  19.95 0.012531 305.76 4422.3
  19.96 0.012600 307.44 4248.0
  19.97 0.012652 308.71 3829.1
  19.98 0.012691 309.67 3158.4
  19.99 0.012739 310.84 2236.0
  20.00 0.012713 310.20 1105.3
  20.01 0.012608 307.64  544.0
  20.03 0.012453 303.86  260.9
  20.04 0.012423 303.12  112.2
  20.05 0.012485 304.63   29.4
  20.06 0.012536 305.88  -11.8
  20.07 0.012601 307.46  -22.9
  20.08 0.012570 306.72  -29.1
  20.09 0.012594 307.29  -27.8
  20.10 0.003909  95.32 -690.2
  20.12 -.001177 -28.69 %-1617.8
  20.13 -.003650 -88.98 %-2537.2
  20.14 -.004849 %-118.21 %-3321.8
  20.15 -.005424 %-132.23 %-3914.5
  20.16 -.005672 %-138.29 %-4288.2
  20.17 -.005764 %-140.52 %-4418.1
  20.18 -.005806 %-141.54 %-4291.3
  20.19 -.005900 %-143.82 %-3911.1
  20.21 -.005907 %-144.00 %-3267.7
  20.22 -.005883 %-143.42 %-2366.4
  20.23 -.005885 %-143.47 %-1204.9
  20.24 -.005845 %-142.50 -572.0
  20.25 -.005839 %-142.34 -264.5
  20.26 -.005822 %-141.93 -115.2
  20.27 -.005893 %-143.66  -50.0
  20.28 -.006010 %-146.50  -31.4
  20.29 -.005986 %-145.92  -25.3
  20.31 -.005921 %-144.33  -18.2
  20.32 -.005896 %-143.73  -10.8
  20.33 -.003863 -94.18  145.6
  20.34 0.004594 112.04  923.3
  20.35 0.008551 208.59 1860.8
  20.36 0.010435 254.59 2741.4
  20.37 0.011372 277.45 3469.4
  20.38 0.011820 288.39 3991.8
  20.40 0.012026 293.42 4284.5
  20.41 0.012145 296.33 4330.3
  20.42 0.012164 296.79 4114.6
  20.43 0.012196 297.59 3649.5
  20.44 0.012203 297.75 2936.4
  20.45 0.012240 298.66 1975.0
  20.46 0.012262 299.19  946.2
  20.47 0.012288 299.82  462.5
  20.49 0.012316 300.51  233.2
  20.50 0.012294 299.96  120.8
  20.51 0.012319 300.59   69.7
  20.52 0.012323 300.67   46.3
  20.53 0.012333 300.94   35.5
  20.54 0.012334 300.95   31.2
  20.55 0.011822 288.44  -13.4
  20.56 0.002744  66.92 -748.9
  20.58 -.001779 -43.37 %-1699.4
  20.59 -.003979 -97.01 %-2620.1
  20.60 -.005050 %-123.12 %-3394.2
  20.61 -.005449 %-132.84 %-3954.5
  20.62 -.005667 %-138.16 %-4280.9
  20.63 -.005803 %-141.46 %-4368.2
  20.64 -.005848 %-142.56 %-4203.5
  20.65 -.005870 %-143.11 %-3786.1
  20.66 -.005891 %-143.62 %-3114.9
  20.68 -.005898 %-143.77 %-2189.2
  20.69 -.005923 %-144.40 %-1057.1
  20.70 -.005896 %-143.74 -500.3
  20.71 -.005870 %-143.11 -231.9
  20.72 -.005882 %-143.39 -107.1
  20.73 -.005903 %-143.91  -54.6
  20.74 -.006053 %-147.55  -37.9
  20.75 -.006079 %-148.21  -34.7
  20.77 -.005971 %-145.56  -29.7
  20.78 -.005913 %-144.16  -21.9
  20.79 -.002486 -60.62  248.1
  20.80 0.005272 128.58 1065.7
  20.81 0.008990 219.30 2012.6
  20.82 0.010734 261.89 2883.4
  20.83 0.011498 280.55 3582.5
  20.84 0.011817 288.34 4065.2
  20.86 0.012044 293.86 4316.9
  20.87 0.012149 296.43 4324.0
  20.88 0.012308 300.31 4077.3
  20.89 0.012442 303.59 3581.7
  20.90 0.012523 305.56 2843.1
  20.91 0.012557 306.39 1853.6
  20.92 0.012497 304.94  912.7
  20.93 0.012400 302.57  459.8
  20.94 0.012433 303.37  247.8
  20.96 0.012560 306.46  156.0
  20.97 0.012659 308.88  115.9
  20.98 0.012673 309.23   89.7
  20.99 0.012680 309.41   72.6
  21.00 0.012517 305.41   43.6
  21.01 0.010584 258.23 -124.9
  21.02 0.001967  47.97 -920.2
  21.03 -.002145 -52.29 %-1877.7
  21.05 -.004094 -99.82 %-2776.9
  21.06 -.005035 %-122.75 %-3520.9
  21.07 -.005495 %-133.95 %-4063.7
  21.08 -.005740 %-139.92 %-4372.1
  21.09 -.005818 %-141.83 %-4420.8
  21.10 -.005903 %-143.90 %-4209.9
  21.11 -.005960 %-145.28 %-3742.5
  21.12 -.005988 %-145.98 %-3016.0
  21.14 -.006040 %-147.24 %-2047.2
  21.15 -.006090 %-148.47 -998.6
  21.16 -.006103 %-148.78 -501.5
  21.17 -.006163 %-150.25 -269.8
  21.18 -.006124 %-149.30 -156.1
  21.19 -.006052 %-147.54  -94.0
  21.20 -.006055 %-147.62  -59.7
  21.21 -.006118 %-149.16  -44.7
  21.23 -.006084 %-148.32  -28.8
  21.24 -.006101 %-148.73  -18.2
  21.25 -.001189 -28.99  367.7
  21.26 0.005934 144.74 1232.1
  21.27 0.009326 227.50 2186.2
  21.28 0.010971 267.66 3047.5
  21.29 0.011615 283.39 3718.6
  21.30 0.011908 290.55 4159.0
  21.31 0.012076 294.65 4363.1
  21.33 0.012158 296.65 4325.5
  21.34 0.012197 297.60 4035.9
  21.35 0.012213 297.99 3486.5
  21.36 0.012209 297.91 2683.5
  21.37 0.012188 297.37 1621.5
  21.38 0.012175 297.07  749.0
  21.39 0.012213 297.99  340.0
  21.40 0.012230 298.42  152.9
  21.42 0.012243 298.73   75.8
  21.43 0.012245 298.78   39.7
  21.44 0.012256 299.05   22.2
  21.45 0.012250 298.91   14.8
  21.46 0.012386 302.22   22.8
  21.47 0.009004 219.64 -229.3
  21.48 0.001261  30.76 %-1030.9
  21.49 -.002414 -58.86 %-1962.3
  21.51 -.004282 %-104.40 %-2834.6
  21.52 -.005232 %-127.54 %-3550.8
  21.53 -.005683 %-138.56 %-4054.7
  21.54 -.005854 %-142.72 %-4319.8
  21.55 -.005968 %-145.50 %-4339.6
  21.56 -.006068 %-147.93 %-4112.2
  21.57 -.006099 %-148.68 %-3629.9
  21.58 -.006110 %-148.95 %-2892.3
  21.59 -.006098 %-148.67 %-1884.6
  21.61 -.006103 %-148.78 -926.6
  21.62 -.006095 %-148.58 -460.6
  21.63 -.006109 %-148.94 -227.0
  21.64 -.006113 %-149.02 -111.7
  21.65 -.006098 %-148.66  -56.0
  21.66 -.006083 %-148.29  -28.0
  21.67 -.006072 %-148.04   -9.2
  21.68 -.006105 %-148.84   -0.2
  21.70 -.006182 %-150.72   -4.3
  21.71 -.000014  -0.33  464.8
  21.72 0.006338 154.58 1336.3
  21.73 0.009371 228.61 2268.2
  21.74 0.010799 263.46 3093.4
  21.75 0.011516 280.98 3738.1
  21.76 0.011815 288.27 4158.2
  21.77 0.011996 292.70 4341.3
  21.79 0.012113 295.55 4281.3
  21.80 0.012162 296.75 3971.9
  21.81 0.012225 298.30 3413.0
  21.82 0.012252 298.95 2597.3
  21.83 0.012272 299.43 1519.4
  21.84 0.012286 299.78  744.9
  21.85 0.012287 299.79  375.7
  21.86 0.012312 300.40  201.2
  21.87 0.012319 300.59  115.9
  21.89 0.012333 300.92   75.8
  21.90 0.012294 299.98   48.3
  21.91 0.012302 300.16   31.3
  21.92 0.012302 300.17   20.6
  21.93 0.007582 184.95 -351.6
  21.94 0.000532  12.98 %-1196.3
  21.95 -.002866 -69.88 %-2136.3
  21.96 -.004512 %-110.00 %-2989.5
  21.98 -.005340 %-130.17 %-3670.3
  21.99 -.005718 %-139.39 %-4133.6
  22.00 -.005911 %-144.11 %-4357.6
  22.01 -.006023 %-146.83 %-4334.6
  22.02 -.006031 %-147.02 %-4054.4
  22.03 -.006106 %-148.86 %-3526.7
  22.04 -.006136 %-149.60 %-2743.3
  22.05 -.006150 %-149.92 %-1702.9
  22.07 -.006149 %-149.89 -833.8
  22.08 -.006164 %-150.27 -414.9
  22.09 -.006169 %-150.38 -211.5
  22.10 -.006179 %-150.63 -112.4
  22.11 -.006202 %-151.19  -66.8
  22.12 -.006175 %-150.53  -41.5
  22.13 -.006145 %-149.81  -25.1
  22.14 -.006138 %-149.63  -15.0
  22.16 -.006130 %-149.44   -3.4
  22.17 0.000913  22.25  544.1
  22.18 0.006754 164.75 1440.3
  22.19 0.009604 234.29 2374.3
  22.20 0.010939 266.88 3190.9
  22.21 0.011623 283.58 3819.7
  22.22 0.011949 291.56 4224.5
  22.23 0.012109 295.45 4387.2
  22.24 0.012232 298.45 4301.5
  22.26 0.012259 299.11 3962.6
  22.27 0.012284 299.73 3370.4
  22.28 0.012295 300.00 2522.0
  22.29 0.012302 300.16 1416.9
  22.30 0.012276 299.54  692.1
  22.31 0.012247 298.82  337.0
  22.32 0.012237 298.59  163.6
  22.33 0.012217 298.08   73.2
  22.34 0.012243 298.73   29.2
  22.36 0.012264 299.24    7.8
  22.37 0.012304 300.22   -0.4
  22.38 0.012307 300.30    0.1
  22.39 0.006646 162.11 -433.8
  22.40 0.000053   1.30 %-1294.0
  22.41 -.003122 -76.11 %-2226.2
  22.42 -.004669 %-113.84 %-3061.2
  22.43 -.005441 %-132.66 %-3720.4
  22.45 -.005787 %-141.07 %-4161.0
  22.46 -.005927 %-144.50 %-4361.0
  22.47 -.006045 %-147.38 %-4317.9
  22.48 -.006078 %-148.18 %-4019.5
  22.49 -.006123 %-149.26 %-3466.3
  22.50 -.006129 %-149.42 %-2652.8
  22.51 -.006171 %-150.45 %-1584.4
  22.52 -.006177 %-150.58 -773.0
  22.53 -.006170 %-150.41 -381.1
  22.55 -.006134 %-149.53 -188.0
  22.56 -.006106 %-148.84  -91.3
  22.57 -.006137 %-149.62  -47.1
  22.58 -.006132 %-149.49  -24.1
  22.59 -.006150 %-149.94  -10.5
  22.60 -.006158 %-150.12   -5.1
  22.61 -.006183 %-150.72   -3.0
  22.62 0.001596  38.91  594.7
  22.64 0.007105 173.31 1507.7
  22.65 0.009734 237.46 2434.1
  22.66 0.011072 270.14 3240.7
  22.67 0.011672 284.77 3852.8
  22.68 0.012009 293.03 4244.6
  22.69 0.012150 296.45 4396.1
  22.70 0.012208 297.87 4293.8
  22.71 0.012228 298.36 3936.9
  22.73 0.012234 298.50 3321.9
  22.74 0.012248 298.85 2450.3
  22.75 0.012255 299.01 1319.5
  22.76 0.012315 300.49  642.2
  22.77 0.012320 300.61  316.3
  22.78 0.012358 301.54  159.4
  22.79 0.012370 301.82   88.5
  22.80 0.012411 302.82   57.1
  22.82 0.012358 301.55   42.1
  22.83 0.012359 301.57   35.1
  22.84 0.012357 301.51   30.1
  22.85 0.005799 141.44 -479.8
  22.86 -.000348  -8.49 %-1372.2
  22.87 -.003246 -79.14 %-2310.0
  22.88 -.004675 %-113.97 %-3140.3
  22.89 -.005376 %-131.05 %-3782.2
  22.90 -.005734 %-139.78 %-4203.7
  22.92 -.005912 %-144.12 %-4382.9
  22.93 -.006004 %-146.38 %-4312.5
  22.94 -.006061 %-147.75 %-3985.8
  22.95 -.006064 %-147.82 %-3405.7
  22.96 -.006093 %-148.53 %-2570.1
  22.97 -.006103 %-148.78 %-1477.4
  22.98 -.006133 %-149.51 -725.4
  22.99 -.006135 %-149.57 -365.5
  23.01 -.006091 %-148.49 -184.7
  23.02 -.006103 %-148.77  -94.9
  23.03 -.006113 %-149.04  -49.6
  23.04 -.006111 %-148.97  -26.3
  23.05 -.006134 %-149.55  -15.7
  23.06 -.006157 %-150.10  -12.2
  23.07 -.006137 %-149.61  -10.1
  23.08 0.002253  54.94  637.9
  23.10 0.007428 181.18 1565.2
  23.11 0.009960 242.99 2497.4
  23.12 0.011159 272.25 3294.5
  23.13 0.011736 286.35 3894.0
  23.14 0.012031 293.55 4270.2
  23.15 0.012135 296.10 4400.0
  23.16 0.012184 297.28 4277.4
  23.17 0.012259 299.12 3904.9
  23.18 0.012271 299.41 3274.2
  23.20 0.012280 299.63 2384.8
  23.21 0.012329 300.84 1243.1
  23.22 0.012330 300.85  605.5
  23.23 0.012270 299.38  292.8
  23.24 0.012285 299.74  143.9
  23.25 0.012324 300.71   74.5
  23.26 0.012310 300.37   40.3
  23.27 0.012346 301.25   27.7
  23.29 0.012343 301.16   19.9
  23.30 0.012315 300.50   11.5
  23.31 0.005315 129.62 -530.9
