Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
  59.68 -.006229 %-151.86  -23.3
  59.69 -.006204 %-151.25    3.2
  59.70 -.006233 %-151.95   15.4
  59.72 -.006196 %-151.06   21.6
  59.73 -.006167 %-150.35   26.0
  59.74 0.002650  64.63  706.0
  59.75 0.007525 183.56 1636.6
  59.76 0.009862 240.58 2552.5
  59.77 0.010962 267.46 3327.9
  59.78 0.011566 282.18 3910.0
  59.79 0.011863 289.44 4265.1
  59.81 0.012029 293.50 4383.4
  59.82 0.012099 295.20 4252.5
  59.83 0.012122 295.76 3869.2
  59.84 0.012125 295.86 3227.3
  59.85 0.012150 296.46 2333.8
  59.86 0.012143 296.30 1185.9
  59.87 0.012138 296.17  582.6
  59.88 0.012121 295.74  288.6
  59.90 0.012105 295.36  141.6
  59.91 0.012107 295.41   63.5
  59.92 0.012124 295.81   25.5
  59.93 0.012087 294.93    4.0
  59.94 0.012090 294.99   -5.4
  59.95 0.012107 295.40   -7.9
  59.96 0.004462 108.83 -596.9
  59.97 -.001027 -25.04 %-1500.6
  59.99 -.003681 -89.74 %-2422.0
  60.00 -.004975 %-121.28 %-3222.1
  60.01 -.005624 %-137.11 %-3833.2
  60.02 -.005893 %-143.67 %-4218.0
  60.03 -.006051 %-147.52 %-4364.5
  60.04 -.006167 %-150.35 %-4265.7
  60.05 -.006194 %-150.99 %-3911.9
  60.06 -.006244 %-152.22 %-3309.0
  60.07 -.006236 %-152.03 %-2448.9
  60.09 -.006229 %-151.86 %-1330.3
  60.10 -.006214 %-151.48 -649.6
  60.11 -.006248 %-152.31 -321.1
  60.12 -.006263 %-152.67 -161.9
  60.13 -.006289 %-153.31  -86.3
  60.14 -.006307 %-153.74  -52.6
  60.15 -.006277 %-153.03  -31.6
  60.16 -.006268 %-152.82  -18.9
  60.18 -.006255 %-152.49  -12.6
  60.19 -.005992 %-146.09   12.6
  60.20 0.003067  74.78  727.1
  60.21 0.007712 188.10 1669.4
  60.22 0.009993 243.78 2593.0
  60.23 0.011064 269.93 3373.6
  60.24 0.011598 282.97 3950.5
  60.25 0.011850 289.12 4296.0
  60.26 0.011965 291.95 4394.6
  60.28 0.012022 293.32 4240.6
  60.29 0.012034 293.61 3833.8
  60.30 0.012099 295.20 3176.8
  60.31 0.012103 295.32 2264.4
  60.32 0.012135 296.10 1121.5
  60.33 0.012133 296.05  548.2
  60.34 0.012166 296.85  272.9
  60.35 0.012140 296.21  140.8
  60.36 0.012166 296.85   78.0
  60.38 0.012155 296.57   47.5
  60.39 0.012177 297.12   34.0
  60.40 0.012184 297.29   26.8
  60.41 0.012155 296.58   19.5
  60.42 0.003982  97.10 -617.7
  60.43 -.001342 -32.72 %-1545.7
  60.44 -.003874 -94.45 %-2480.0
  60.45 -.005122 %-124.87 %-3283.7
  60.47 -.005706 %-139.10 %-3891.2
  60.48 -.006026 %-146.89 %-4270.6
  60.49 -.006183 %-150.74 %-4410.2
  60.50 -.006225 %-151.75 %-4294.3
  60.51 -.006268 %-152.80 %-3925.5
  60.52 -.006270 %-152.86 %-3297.1
  60.53 -.006299 %-153.56 %-2412.3
  60.54 -.006296 %-153.48 %-1271.3
  60.56 -.006321 %-154.09 -617.8
  60.57 -.006320 %-154.08 -304.0
  60.58 -.006344 %-154.65 -152.5
  60.59 -.006358 %-154.99  -81.0
  60.60 -.006326 %-154.21  -42.7
  60.61 -.006338 %-154.50  -25.8
  60.62 -.006315 %-153.95  -17.1
  60.63 -.006323 %-154.15  -11.0
  60.65 -.005607 %-136.70   47.7
  60.66 0.003413  83.23  790.5
  60.67 0.007875 192.10 1738.7
  60.68 0.010010 244.21 2653.3
  60.69 0.011036 269.25 3416.6
  60.70 0.011574 282.40 3978.6
  60.71 0.011805 288.04 4306.0
  60.72 0.011957 291.76 4390.0
  60.73 0.012002 292.85 4224.2
  60.75 0.012026 293.44 3802.8
  60.76 0.012041 293.80 3127.7
  60.77 0.012089 294.97 2198.9
  60.78 0.012104 295.34 1078.7
  60.79 0.012096 295.13  529.8
  60.80 0.012110 295.49  266.4
  60.81 0.012100 295.23  137.0
  60.82 0.012091 295.01   71.1
  60.84 0.012159 296.68   44.6
  60.85 0.012159 296.69   31.0
  60.86 0.012174 297.04   27.5
  60.87 0.012237 298.59   29.8
  60.88 0.003703  90.30 -625.9
  60.89 -.001382 -33.69 %-1554.7
  60.90 -.003806 -92.80 %-2477.9
  60.91 -.005011 %-122.17 %-3269.9
  60.93 -.005573 %-135.86 %-3866.5
  60.94 -.005890 %-143.60 %-4239.0
  60.95 -.006061 %-147.75 %-4373.8
  60.96 -.006151 %-149.94 %-4262.3
  60.97 -.006235 %-152.01 %-3895.9
  60.98 -.006261 %-152.64 %-3274.3
  60.99 -.006290 %-153.33 %-2395.8
  61.00 -.006267 %-152.78 %-1251.5
  61.01 -.006249 %-152.34 -623.4
  61.03 -.006284 %-153.20 -321.0
  61.04 -.006191 %-150.93 -163.3
  61.05 -.006196 %-151.04  -82.0
  61.06 -.006190 %-150.90  -34.8
  61.07 -.006176 %-150.57   -6.7
  61.08 -.006206 %-151.29    7.6
  61.09 -.006219 %-151.61   14.8
  61.10 -.005011 %-122.17  108.0
  61.12 0.003874  94.48  865.1
  61.13 0.008148 198.75 1806.7
  61.14 0.010161 247.88 2703.5
  61.15 0.011158 272.24 3449.0
  61.16 0.011604 283.12 3982.1
  61.17 0.011871 289.65 4294.1
  61.18 0.011991 292.57 4362.2
  61.19 0.012020 293.27 4178.7
  61.21 0.012042 293.81 3743.5
  61.22 0.012026 293.42 3049.5
  61.23 0.012022 293.34 2099.0
  61.24 0.012014 293.14 1002.5
  61.25 0.012035 293.65  477.0
  61.26 0.012042 293.81  226.4
  61.27 0.012059 294.24  105.8
  61.28 0.012107 295.40   53.0
  61.29 0.012094 295.09   26.5
  61.31 0.012117 295.66   19.3
  61.32 0.012116 295.64   19.5
  61.33 0.012029 293.51   13.9
  61.34 0.003015  73.51 -683.8
  61.35 -.001770 -43.17 %-1624.5
  61.36 -.004060 -98.98 %-2548.6
  61.37 -.005188 %-126.48 %-3335.2
  61.38 -.005705 %-139.08 %-3919.0
  61.39 -.005957 %-145.21 %-4273.4
  61.41 -.006081 %-148.26 %-4384.1
  61.42 -.006120 %-149.21 %-4239.7
  61.43 -.006179 %-150.63 %-3846.0
  61.44 -.006221 %-151.65 %-3197.8
  61.45 -.006206 %-151.29 %-2292.0
  61.46 -.006232 %-151.92 %-1139.9
  61.47 -.006245 %-152.23 -553.3
  61.48 -.006229 %-151.86 -271.0
  61.50 -.006257 %-152.53 -136.6
  61.51 -.006267 %-152.78  -74.7
  61.52 -.006289 %-153.31  -46.3
  61.53 -.006294 %-153.44  -33.1
  61.54 -.006307 %-153.76  -27.5
  61.55 -.006305 %-153.70  -22.1
  61.56 -.004164 %-101.52  145.1
  61.57 0.004297 104.79  931.1
  61.59 0.008359 203.92 1883.9
  61.60 0.010292 251.10 2779.6
  61.61 0.011239 274.21 3515.8
  61.62 0.011695 285.36 4044.1
  61.63 0.011939 291.30 4337.9
  61.64 0.012048 293.96 4384.7
  61.65 0.012117 295.66 4178.7
  61.66 0.012160 296.70 3718.0
  61.67 0.012133 296.05 2996.0
  61.69 0.012112 295.53 2014.6
  61.70 0.012102 295.28  969.3
  61.71 0.012112 295.53  466.2
  61.72 0.012139 296.19  225.4
  61.73 0.012155 296.59  108.7
  61.74 0.012153 296.54   51.9
  61.75 0.012164 296.80   24.6
  61.76 0.012174 297.04   13.7
  61.78 0.012145 296.34    7.3
  61.79 0.011492 280.40  -44.5
  61.80 0.002443  59.57 -780.1
  61.81 -.002037 -49.66 %-1726.6
  61.82 -.004105 %-100.08 %-2635.8
  61.83 -.005150 %-125.54 %-3399.5
  61.84 -.005681 %-138.51 %-3961.7
  61.85 -.005935 %-144.68 %-4292.1
  61.87 -.006099 %-148.68 %-4380.8
  61.88 -.006202 %-151.20 %-4222.4
  61.89 -.006186 %-150.80 %-3805.0
  61.90 -.006168 %-150.37 %-3128.6
  61.91 -.006180 %-150.66 %-2199.2
  61.92 -.006169 %-150.38 %-1072.0
  61.93 -.006178 %-150.60 -521.6
  61.94 -.006205 %-151.27 -259.9
  61.96 -.006186 %-150.80 -126.3
  61.97 -.006180 %-150.66  -58.2
  61.98 -.006242 %-152.17  -28.7
  61.99 -.006248 %-152.31  -14.9
  62.00 -.006293 %-153.40  -15.0
  62.01 -.006310 %-153.83  -23.1
  62.02 -.003103 -75.66  218.2
  62.03 0.004789 116.81 1025.1
  62.04 0.008524 207.93 1965.1
  62.06 0.010332 252.08 2839.7
  62.07 0.011218 273.70 3551.0
  62.08 0.011643 284.08 4049.2
  62.09 0.011920 290.85 4320.8
  62.10 0.012032 293.57 4348.3
  62.11 0.012060 294.26 4117.6
  62.12 0.012079 294.73 3631.9
  62.13 0.012087 294.93 2886.3
  62.15 0.012081 294.77 1881.6
  62.16 0.012096 295.14  912.2
  62.17 0.012127 295.90  449.9
  62.18 0.012127 295.90  224.6
  62.19 0.012170 296.94  116.7
  62.20 0.012177 297.12   64.2
  62.21 0.012180 297.19   37.1
  62.22 0.012207 297.84   29.9
  62.24 0.012190 297.43   27.5
  62.25 0.010975 267.76  -68.1
  62.26 0.002061  50.25 -832.8
  62.27 -.002213 -53.95 %-1785.2
  62.28 -.004264 %-103.96 %-2695.8
  62.29 -.005291 %-128.98 %-3455.4
  62.30 -.005726 %-139.60 %-4002.4
  62.31 -.005958 %-145.24 %-4317.4
  62.32 -.006070 %-147.97 %-4384.2
  62.34 -.006129 %-149.41 %-4199.8
  62.35 -.006165 %-150.30 %-3761.9
  62.36 -.006201 %-151.18 %-3067.7
  62.37 -.006236 %-152.03 %-2120.3
  62.38 -.006220 %-151.64 %-1024.4
  62.39 -.006220 %-151.63 -498.7
  62.40 -.006227 %-151.81 -246.3
  62.41 -.006251 %-152.39 -125.9
  62.42 -.006258 %-152.57  -71.6
  62.44 -.006262 %-152.65  -43.7
  62.45 -.006287 %-153.27  -31.2
  62.46 -.006299 %-153.57  -25.2
  62.47 -.006299 %-153.56  -21.3
  62.48 -.002366 -57.69  283.9
  62.49 0.005129 125.09 1109.2
  62.50 0.008748 213.41 2051.5
  62.51 0.010467 255.37 2918.1
  62.53 0.011325 276.32 3617.3
  62.54 0.011770 287.18 4104.8
  62.55 0.011978 292.25 4354.3
  62.56 0.012027 293.44 4352.0
  62.57 0.012076 294.66 4097.4
  62.58 0.012141 296.24 3589.0
  62.59 0.012217 298.10 2827.6
  62.60 0.012291 299.91 1813.0
  62.61 0.012266 299.29  893.7
  62.63 0.012253 298.97  450.0
  62.64 0.012272 299.44  237.2
  62.65 0.012262 299.19  130.7
  62.66 0.012241 298.69   75.6
  62.67 0.012183 297.26   43.6
  62.68 0.012144 296.32   21.7
  62.69 0.012102 295.28   -1.3
  62.70 0.010028 244.64 -180.5
  62.72 0.001612  39.31 -972.7
  62.73 -.002376 -57.92 %-1917.3
  62.74 -.004299 %-104.81 %-2798.9
  62.75 -.005263 %-128.30 %-3524.8
  62.76 -.005766 %-140.57 %-4045.4
  62.77 -.005995 %-146.15 %-4329.8
  62.78 -.006121 %-149.21 %-4369.3
  62.79 -.006203 %-151.22 %-4159.9
  62.81 -.006251 %-152.39 %-3701.5
  62.82 -.006272 %-152.90 %-2990.3
  62.83 -.006251 %-152.40 %-2023.9
  62.84 -.006278 %-153.05 -991.6
  62.85 -.006292 %-153.39 -497.5
  62.86 -.006314 %-153.93 -257.2
  62.87 -.006287 %-153.26 -134.4
  62.88 -.006273 %-152.93  -70.4
  62.90 -.006259 %-152.59  -36.8
  62.91 -.006286 %-153.25  -19.3
  62.92 -.006257 %-152.53   -6.9
  62.93 -.006275 %-152.97   -1.4
  62.94 -.001611 -39.29  359.3
  62.95 0.005469 133.38 1197.8
  62.96 0.008859 216.11 2134.9
  62.97 0.010485 255.80 2983.4
  62.98 0.011305 275.83 3659.5
  63.00 0.011691 285.25 4117.1
  63.01 0.011869 289.58 4338.9
  63.02 0.011998 292.74 4318.1
  63.03 0.011980 292.30 4041.6
  63.04 0.012011 293.07 3509.9
  63.05 0.012080 294.75 2730.3
  63.06 0.012067 294.42 1691.5
  63.07 0.012031 293.55  817.1
  63.09 0.012071 294.52  398.5
  63.10 0.012091 295.03  197.5
  63.11 0.012137 296.15  102.7
  63.12 0.012171 296.97   62.0
  63.13 0.012147 296.39   42.4
  63.14 0.012145 296.33   32.5
  63.15 0.012139 296.18   30.0
  63.16 0.009298 226.82 -194.9
  63.18 0.001226  29.89 %-1000.5
  63.19 -.002663 -64.92 %-1947.9
  63.20 -.004565 %-111.30 %-2836.5
  63.21 -.005485 %-133.71 %-3566.5
  63.22 -.005889 %-143.57 %-4078.9
  63.23 -.006090 %-148.47 %-4353.6
  63.24 -.006240 %-152.12 %-4381.5
  63.25 -.006275 %-152.98 %-4151.9
  63.26 -.006354 %-154.90 %-3672.5
  63.28 -.006377 %-155.46 %-2936.3
  63.29 -.006378 %-155.49 %-1941.6
  63.30 -.006395 %-155.90 -947.8
  63.31 -.006403 %-156.10 -469.2
  63.32 -.006383 %-155.60 -235.7
  63.33 -.006357 %-154.96 -121.1
  63.34 -.006334 %-154.42  -63.3
  63.35 -.006313 %-153.90  -28.7
  63.37 -.006274 %-152.95   -3.5
  63.38 -.006273 %-152.92   10.8
  63.39 -.006263 %-152.69   23.1
  63.40 -.001063 -25.92  427.9
  63.41 0.005697 138.94 1276.6
  63.42 0.008984 219.16 2209.3
  63.43 0.010548 257.33 3046.1
  63.44 0.011310 275.94 3703.8
  63.45 0.011695 285.34 4145.3
  63.47 0.011880 289.87 4350.7
  63.48 0.012010 293.04 4312.9
  63.49 0.012035 293.65 4022.4
  63.50 0.012087 294.91 3482.9
  63.51 0.012089 294.98 2686.8
  63.52 0.012078 294.70 1633.9
  63.53 0.012110 295.49  799.4
  63.54 0.012082 294.79  393.0
  63.56 0.012111 295.51  198.3
  63.57 0.012085 294.88  100.3
  63.58 0.012098 295.18   51.0
  63.59 0.012100 295.25   25.9
  63.60 0.012096 295.14   11.6
  63.61 0.012084 294.83    5.2
  63.62 0.008503 207.41 -275.6
  63.63 0.000806  19.66 %-1094.5
  63.64 -.002887 -70.39 %-2039.3
  63.66 -.004638 %-113.06 %-2910.1
  63.67 -.005431 %-132.39 %-3605.2
  63.68 -.005830 %-142.12 %-4088.2
  63.69 -.006051 %-147.52 %-4335.1
  63.70 -.006202 %-151.21 %-4341.8
  63.71 -.006248 %-152.32 %-4095.2
  63.72 -.006285 %-153.22 %-3594.5
  63.73 -.006278 %-153.05 %-2836.6
  63.75 -.006295 %-153.45 %-1824.0
  63.76 -.006290 %-153.35 -879.9
  63.77 -.006246 %-152.27 -425.3
  63.78 -.006306 %-153.72 -212.4
  63.79 -.006315 %-153.95 -111.5
  63.80 -.006323 %-154.13  -59.7
  63.81 -.006333 %-154.39  -32.5
  63.82 -.006336 %-154.46  -18.7
  63.84 -.006330 %-154.31  -14.1
  63.85 -.006306 %-153.73  -10.1
  63.86 -.000510 -12.43  437.1
  63.87 0.005960 145.38 1301.8
  63.88 0.009048 220.71 2231.5
  63.89 0.010498 256.12 3058.7
  63.90 0.011227 273.92 3711.3
  63.91 0.011596 282.93 4142.4
  63.92 0.011760 286.94 4335.0
  63.94 0.011900 290.34 4284.8
  63.95 0.011917 290.77 3980.1
  63.96 0.011913 290.66 3419.6
  63.97 0.011934 291.19 2606.0
  63.98 0.011958 291.78 1541.0
  63.99 0.011983 292.37  749.1
  64.00 0.011995 292.67  371.5
  64.01 0.012008 292.99  191.2
  64.03 0.012034 293.63  103.5
  64.04 0.012040 293.77   61.1
  64.05 0.012040 293.76   40.9
  64.06 0.012040 293.78   29.4
  64.07 0.012016 293.17   24.8
  64.08 0.007830 191.00 -302.1
  64.09 0.000454  11.06 %-1139.6
  64.10 -.003011 -73.40 %-2081.3
  64.12 -.004705 %-114.70 %-2941.9
  64.13 -.005536 %-134.96 %-3631.1
  64.14 -.005909 %-144.05 %-4102.9
  64.15 -.006084 %-148.33 %-4336.5
  64.16 -.006154 %-150.03 %-4320.1
  64.17 -.006217 %-151.55 %-4053.5
  64.18 -.006273 %-152.91 %-3535.9
  64.19 -.006297 %-153.50 %-2763.9
  64.21 -.006330 %-154.33 %-1740.4
  64.22 -.006334 %-154.42 -841.3
  64.23 -.006338 %-154.50 -415.1
  64.24 -.006307 %-153.76 -206.4
  64.25 -.006307 %-153.76 -105.6
  64.26 -.006323 %-154.14  -59.1
  64.27 -.006364 %-155.16  -38.7
  64.28 -.006346 %-154.70  -26.4
  64.29 -.006372 %-155.35  -18.9
  64.31 -.006378 %-155.48  -14.4
  64.32 0.000064   1.55  482.6
  64.33 0.006245 152.31 1364.2
  64.34 0.009220 224.92 2296.4
  64.35 0.010643 259.67 3120.4
  64.36 0.011351 276.94 3761.1
  64.37 0.011676 284.88 4182.2
  64.38 0.011850 289.13 4365.2
  64.39 0.011974 292.16 4302.3
  64.41 0.012034 293.63 3984.4
  64.42 0.012050 294.01 3412.0
  64.43 0.012052 294.07 2580.1
  64.44 0.012071 294.53 1491.5
  64.45 0.012057 294.18  729.0
  64.46 0.012067 294.44  361.4
  64.47 0.012077 294.68  183.8
  64.48 0.012097 295.17   97.1
  64.50 0.012112 295.53   55.7
  64.51 0.012121 295.74   33.8
  64.52 0.012093 295.06   19.4
  64.53 0.012031 293.55    8.2
  64.54 0.007221 176.14 -368.7
  64.55 0.000176   4.29 %-1218.8
  64.56 -.003171 -77.30 %-2159.8
  64.57 -.004803 %-117.08 %-3011.7
  64.58 -.005614 %-136.86 %-3691.1
  64.60 -.006041 %-147.28 %-4155.4
  64.61 -.006191 %-150.92 %-4376.8
  64.62 -.006284 %-153.20 %-4348.2
  64.63 -.006322 %-154.11 %-4064.0
  64.64 -.006354 %-154.91 %-3523.6
  64.65 -.006342 %-154.62 %-2726.5
  64.66 -.006352 %-154.86 %-1677.9
  64.67 -.006378 %-155.48 -811.7
  64.69 -.006342 %-154.60 -393.2
  64.70 -.006360 %-155.06 -189.1
  64.71 -.006344 %-154.65  -87.4
  64.72 -.006372 %-155.33  -40.0
  64.73 -.006412 %-156.32  -24.0
  64.74 -.006432 %-156.80  -17.9
  64.75 -.006432 %-156.79  -16.8
  64.76 -.006431 %-156.78  -17.1
  64.78 0.000523  12.76  515.8
  64.79 0.006421 156.60 1407.4
  64.80 0.009270 226.13 2338.9
  64.81 0.010677 260.50 3158.0
  64.82 0.011415 278.50 3798.7
  64.83 0.011747 286.62 4214.8
  64.84 0.011872 289.67 4388.9
  64.85 0.011965 291.94 4312.8
  64.87 0.011971 292.09 3977.0
  64.88 0.011986 292.45 3383.4
  64.89 0.012010 293.03 2534.0
  64.90 0.012046 293.92 1429.6
  64.91 0.012043 293.83  698.4
  64.92 0.012029 293.49  341.0
  64.93 0.011985 292.42  161.0
  64.94 0.011979 292.29   70.6
  64.95 0.011981 292.32   29.2
  64.97 0.011979 292.29   10.0
  64.98 0.012004 292.90    0.9
  64.99 0.012038 293.73    0.9
  65.00 0.006457 157.49 -429.2
  65.01 -.000132  -3.22 %-1287.6
  65.02 -.003261 -79.51 %-2214.8
  65.03 -.004776 %-116.45 %-3041.7
  65.04 -.005533 %-134.89 %-3691.7
  65.06 -.005895 %-143.70 %-4124.9
  65.07 -.006051 %-147.50 %-4323.5
  65.08 -.006172 %-150.47 %-4279.5
  65.09 -.006240 %-152.11 %-3986.8
  65.10 -.006281 %-153.13 %-3442.6
  65.11 -.006321 %-154.09 %-2643.7
  65.12 -.006322 %-154.13 %-1585.5
  65.13 -.006331 %-154.35 -779.0
  65.15 -.006323 %-154.13 -392.0
  65.16 -.006311 %-153.85 -201.9
  65.17 -.006290 %-153.33 -105.2
  65.18 -.006334 %-154.40  -59.5
  65.19 -.006330 %-154.31  -35.2
  65.20 -.006312 %-153.88  -17.6
  65.21 -.006298 %-153.53   -6.3
  65.22 -.006305 %-153.71    0.1
  65.24 0.001369  33.39  593.7
  65.25 0.006896 168.20 1501.9
  65.26 0.009534 232.60 2428.3
  65.27 0.010811 263.76 3230.3
  65.28 0.011463 279.68 3843.6
  65.29 0.011774 287.28 4233.2
  65.30 0.011945 291.45 4384.9
  65.31 0.012037 293.71 4284.7
  65.32 0.012071 294.52 3930.5
  65.34 0.012140 296.21 3325.8
  65.35 0.012182 297.24 2467.5
  65.36 0.012201 297.71 1351.6
  65.37 0.012215 298.06  675.3
  65.38 0.012176 297.09  346.7
  65.39 0.012195 297.57  185.7
  65.40 0.012233 298.49  106.5
  65.41 0.012229 298.39   66.4
  65.42 0.012231 298.42   44.0
  65.44 0.012224 298.27   30.2
  65.45 0.012215 298.05   20.3
  65.46 0.006096 148.67 -460.2
  65.47 -.000267  -6.50 %-1340.2
  65.48 -.003337 -81.35 %-2278.8
  65.49 -.004773 %-116.35 %-3108.9
  65.50 -.005457 %-133.03 %-3752.9
  65.51 -.005816 %-141.79 %-4181.0
  65.53 -.005953 %-145.12 %-4366.1
  65.54 -.006067 %-147.90 %-4302.7
  65.55 -.006152 %-149.97 %-3990.2
  65.56 -.006183 %-150.72 %-3422.9
  65.57 -.006227 %-151.80 %-2601.9
  65.58 -.006241 %-152.14 %-1524.8
  65.59 -.006288 %-153.30 -750.0
  65.60 -.006284 %-153.19 -380.1
  65.61 -.006292 %-153.39 -205.6
  65.63 -.006324 %-154.17 -122.7
  65.64 -.006297 %-153.50  -78.3
  65.65 -.006339 %-154.54  -57.9
  65.66 -.006342 %-154.62  -43.0
  65.67 -.006388 %-155.74  -36.5
  65.68 -.006361 %-155.08  -31.2
  65.69 0.001586  38.67  585.4
  65.70 0.006939 169.26 1501.2
  65.72 0.009542 232.77 2431.9
  65.73 0.010792 263.31 3233.9
  65.74 0.011443 279.20 3847.5
  65.75 0.011732 286.26 4234.7
  65.76 0.011881 289.89 4378.3
  65.77 0.011943 291.40 4274.5
  65.78 0.011975 292.19 3914.3
  65.79 0.011985 292.43 3298.3
  65.81 0.012029 293.50 2425.2
  65.82 0.012066 294.39 1299.8
  65.83 0.012030 293.53  636.0
  65.84 0.012018 293.22  311.9
  65.85 0.011996 292.70  151.8
  65.86 0.011986 292.46   70.4
  65.87 0.012019 293.25   34.0
  65.88 0.012044 293.86   17.8
  65.89 0.012073 294.57   12.9
  65.91 0.012071 294.53   10.9
  65.92 0.005428 132.39 -501.3
  65.93 -.000670 -16.33 %-1390.0
  65.94 -.003561 -86.81 %-2320.0
  65.95 -.004968 %-121.12 %-3136.8
  65.96 -.005638 %-137.45 %-3770.0
  65.97 -.005928 %-144.52 %-4179.5
  65.98 -.006101 %-148.72 %-4353.3
  66.00 -.006147 %-149.85 %-4278.3
  66.01 -.006229 %-151.84 %-3953.1
  66.02 -.006232 %-151.93 %-3370.6
  66.03 -.006236 %-152.02 %-2530.1
  66.04 -.006298 %-153.54 %-1438.6
  66.05 -.006303 %-153.66 -694.7
  66.06 -.006351 %-154.82 -344.8
  66.07 -.006355 %-154.92 -178.6
  66.09 -.006385 %-155.66 -103.5
  66.10 -.006392 %-155.82  -69.9
  66.11 -.006367 %-155.23  -50.3
  66.12 -.006365 %-155.18  -40.1
  66.13 -.006302 %-153.62  -25.4
  66.14 -.006327 %-154.24  -18.0
  66.15 0.002031  49.53  633.1
  66.16 0.007176 175.03 1564.2
  66.17 0.009637 235.10 2491.5
  66.19 0.010892 265.75 3292.2
  66.20 0.011442 279.17 3890.4
  66.21 0.011737 286.36 4262.0
  66.22 0.011842 288.93 4385.9
  66.23 0.011900 290.36 4258.9
  66.24 0.011944 291.44 3881.5
  66.25 0.011957 291.74 3249.2
  66.26 0.011998 292.75 2369.6
  66.28 0.011984 292.40 1230.6
  66.29 0.012001 292.81  596.3
  66.30 0.012003 292.87  290.5
  66.31 0.012011 293.05  141.5
  66.32 0.012008 293.00   73.4
  66.33 0.011988 292.51   38.2
  66.34 0.012017 293.21   24.3
  66.35 0.012032 293.57   17.2
  66.36 0.012064 294.36   15.2
  66.38 0.005030 122.67 -526.5
  66.39 -.000829 -20.22 %-1420.9
  66.40 -.003643 -88.81 %-2349.1
  66.41 -.005025 %-122.50 %-3165.9
  66.42 -.005642 %-137.56 %-3790.9
  66.43 -.005983 %-145.86 %-4195.0
  66.44 -.006126 %-149.35 %-4357.9
  66.45 -.006213 %-151.46 %-4273.9
  66.47 -.006274 %-152.94 %-3941.5
  66.48 -.006263 %-152.69 %-3350.3
  66.49 -.006291 %-153.37 %-2504.3
  66.50 -.006278 %-153.04 %-1397.9
  66.51 -.006318 %-154.03 -678.1
  66.52 -.006303 %-153.66 -331.0
  66.53 -.006298 %-153.55 -162.7
  66.54 -.006298 %-153.55  -82.9
  66.56 -.006329 %-154.30  -43.7
  66.57 -.006358 %-154.99  -28.1
  66.58 -.006372 %-155.34  -21.3
  66.59 -.006347 %-154.73  -17.1
  66.60 -.006281 %-153.12  -11.4
  66.61 0.002586  63.07  677.1
  66.62 0.007508 183.13 1618.1
  66.63 0.009832 239.86 2546.2
  66.64 0.010961 267.43 3332.3
  66.66 0.011495 280.45 3919.2
  66.67 0.011777 287.36 4279.3
  66.68 0.011897 290.28 4395.8
  66.69 0.011992 292.60 4262.4
  66.70 0.012010 293.03 3871.4
  66.71 0.012024 293.38 3223.4
  66.72 0.012063 294.32 2323.3
  66.73 0.012082 294.80 1173.2
  66.75 0.012057 294.19  570.1
  66.76 0.012035 293.65  280.3
  66.77 0.012046 293.92  139.4
  66.78 0.012041 293.80   69.9
  66.79 0.012027 293.47   32.7
  66.80 0.012023 293.36   13.5
  66.81 0.012048 293.97    3.7
  66.82 0.012025 293.42   -1.4
  66.84 0.004453 108.60 -588.2
  66.85 -.001165 -28.39 %-1499.9
  66.86 -.003869 -94.33 %-2431.7
  66.87 -.005140 %-125.32 %-3236.4
  66.88 -.005744 %-140.02 %-3849.0
  66.89 -.006074 %-148.07 %-4239.9
  66.90 -.006200 %-151.14 %-4386.3
  66.91 -.006274 %-152.96 %-4283.6
  66.92 -.006325 %-154.19 %-3929.8
  66.94 -.006322 %-154.11 %-3319.5
  66.95 -.006340 %-154.55 %-2451.8
  66.96 -.006347 %-154.72 %-1329.4
  66.97 -.006327 %-154.23 -637.4
  66.98 -.006354 %-154.89 -307.3
  66.99 -.006339 %-154.54 -149.4
  67.00 -.006354 %-154.91  -73.6
  67.01 -.006369 %-155.27  -36.8
  67.03 -.006382 %-155.59  -22.2
  67.04 -.006394 %-155.88  -15.7
