Datos generados por TERE.BAS el 06-14-2007
 t[min] T[§C] V[§C/min]
   4.24 0.004757 116.01   18.8
   4.25 0.004766 116.23   18.7
   4.26 0.004774 116.43   18.7
   4.27 0.004784 116.68   18.6
   4.28 0.004792 116.88   18.5
   4.29 0.004801 117.08   18.4
   4.31 0.004809 117.29   18.2
   4.32 0.004817 117.48   17.9
   4.33 0.004826 117.71   17.8
   4.34 0.004835 117.93   17.6
   4.35 0.004843 118.12   17.4
   4.36 0.004852 118.33   17.2
   4.37 0.004861 118.55   17.2
   4.38 0.004869 118.75   17.2
   4.39 0.004878 118.98   17.1
   4.41 0.004886 119.17   17.2
   4.42 0.004895 119.38   17.2
   4.43 0.004903 119.59   17.2
   4.44 0.004910 119.76   17.1
   4.45 0.004918 119.93   16.8
   4.46 0.004927 120.15   16.6
   4.47 0.004935 120.36   16.6
   4.48 0.004942 120.54   16.4
   4.50 0.004951 120.75   16.3
   4.51 0.004959 120.94   16.2
   4.52 0.004966 121.12   16.1
   4.53 0.004976 121.35   16.1
   4.54 0.004982 121.50   16.0
   4.55 0.004990 121.70   16.0
   4.56 0.004998 121.91   16.0
   4.57 0.005006 122.08   15.9
   4.59 0.005013 122.27   15.8
   4.60 0.005021 122.46   15.7
   4.61 0.005028 122.63   15.6
   4.62 0.005035 122.80   15.4
   4.63 0.005043 122.99   15.3
   4.64 0.005051 123.18   15.2
   4.65 0.005057 123.34   15.0
   4.66 0.005066 123.54   15.0
   4.68 0.005072 123.71   14.9
   4.69 0.005079 123.87   14.7
   4.70 0.005086 124.05   14.7
   4.71 0.005094 124.23   14.6
   4.72 0.005100 124.38   14.5
   4.73 0.005107 124.56   14.4
   4.74 0.005114 124.73   14.3
   4.75 0.005121 124.90   14.2
   4.77 0.005128 125.07   14.1
   4.78 0.005133 125.20   13.9
   4.79 0.005139 125.34   13.6
   4.80 0.005146 125.50   13.4
   4.81 0.005153 125.68   13.3
   4.82 0.005160 125.84   13.2
   4.83 0.005167 126.02   13.2
   4.84 0.005174 126.19   13.2
   4.86 0.005179 126.32   13.1
   4.87 0.005187 126.51   13.2
   4.88 0.005193 126.66   13.3
   4.89 0.005200 126.82   13.3
   4.90 0.005206 126.96   13.4
   4.91 0.005213 127.14   13.4
   4.92 0.005219 127.28   13.2
   4.93 0.005225 127.43   13.1
   4.95 0.005232 127.60   13.0
   4.96 0.005237 127.72   12.8
   4.97 0.005243 127.88   12.7
